model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
depth,hoi4d,ZY20210800004_H4_C4_N40/S257_s05_T2_w0_f060,1,0.9573,1,0.04207,0.14611,0.10753,0.20982,0.1484
depth,hoi4d,ZY20210800004_H4_C4_N40/S257_s05_T2_w1_f091,1,0.9489,1,0.00366,0.01178,0.01405,0.29353,0.3094
depth,hoi4d,ZY20210800004_H4_C4_N40/S257_s05_T2_w2_f195,1,0.9565,1,0.03026,0.07100,0.04081,0.18535,0.2127
depth,hoi4d,ZY20210800004_H4_C4_N40/S257_s05_T2_w3_f223,1,0.9487,1,0.00256,0.04637,0.04618,0.25318,0.4352
depth,hoi4d,ZY20210800004_H4_C4_N41/S217_s03_T3_w2_f116,0,0.0465,1,0.00420,0.06996,0.07389,0.19892,0.4209
depth,hoi4d,ZY20210800004_H4_C4_N41/S223_s01_T4_w2_f125,0,0.0526,1,0.01940,0.03819,0.05582,0.11991,0.5765
depth,hoi4d,ZY20210800004_H4_C4_N41/S260_s01_T2_w0_f064,1,0.9430,1,0.01413,0.14527,0.15911,0.37957,0.6727
depth,hoi4d,ZY20210800004_H4_C4_N41/S260_s01_T2_w1_f100,1,0.9449,1,0.01154,0.12964,0.13732,0.31875,0.6400
depth,hoi4d,ZY20210800004_H4_C4_N41/S260_s01_T2_w2_f209,1,0.9452,1,0.00941,0.19573,0.19305,0.38822,0.6432
depth,hoi4d,ZY20210800004_H4_C4_N41/S260_s01_T2_w3_f238,1,0.9537,1,0.00770,0.16712,0.17334,0.36802,0.7366
depth,hoi4d,ZY20210800004_H4_C4_N45/S217_s04_T3_w2_f123,0,0.0429,1,0.03837,0.02376,0.01675,0.17648,0.4210
depth,hoi4d,ZY20210800004_H4_C4_N45/S223_s02_T4_w2_f184,0,0.0480,1,0.01068,0.08469,0.09459,0.19678,0.5426
depth,hoi4d,ZY20210800004_H4_C4_N45/S260_s02_T2_w0_f054,0,0.0578,1,0.01772,0.10199,0.08442,0.33126,0.6541
depth,hoi4d,ZY20210800004_H4_C4_N45/S260_s02_T2_w1_f086,0,0.0550,1,0.01362,0.07720,0.08904,0.37442,0.5874
depth,hoi4d,ZY20210800004_H4_C4_N45/S260_s02_T2_w2_f197,1,0.9517,1,0.01019,0.13860,0.12913,0.33347,0.2561
depth,hoi4d,ZY20210800004_H4_C4_N45/S260_s02_T2_w3_f230,0,0.0500,1,0.02955,0.05900,0.08040,0.31522,0.0662
depth,hoi4d,ZY20210800004_H4_C6_N03/S249_s01_T2_w0_f060,1,0.9398,1,0.05239,0.03386,0.02360,0.08770,0.5278
depth,hoi4d,ZY20210800004_H4_C6_N03/S249_s01_T2_w1_f083,1,0.9427,1,0.01902,0.04344,0.02470,0.10035,0.6603
depth,hoi4d,ZY20210800004_H4_C6_N03/S249_s01_T2_w2_f199,1,0.9364,1,0.03890,0.05156,0.01737,0.09301,0.5511
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T1_w0_f040,1,0.9407,1,0.01127,0.06078,0.04982,0.10332,0.5997
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T1_w1_f099,1,0.9411,1,0.00613,0.01803,0.01201,0.10946,0.3755
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T1_w2_f191,1,0.9375,1,0.01847,0.03969,0.03480,0.10038,0.6085
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T1_w3_f229,1,0.9423,1,0.01146,0.03578,0.03925,0.11892,0.6982
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T2_w0_f027,1,0.9405,1,0.02767,0.02352,0.01002,0.09522,0.7238
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T2_w1_f074,1,0.9469,1,0.01806,0.01745,0.00218,0.10452,0.4343
depth,hoi4d,ZY20210800004_H4_C6_N03/S82_s02_T2_w2_f163,1,0.9391,1,0.01971,0.05975,0.04493,0.11491,0.6202
depth,hoi4d,ZY20210800004_H4_C6_N07/S249_s02_T2_w0_f061,1,0.9459,1,0.01063,0.02925,0.01931,0.12369,0.0039
depth,hoi4d,ZY20210800004_H4_C6_N07/S249_s02_T2_w1_f087,1,0.9451,1,0.01346,0.04974,0.03930,0.16665,0.4721
depth,hoi4d,ZY20210800004_H4_C6_N07/S249_s02_T2_w2_f197,1,0.9463,1,0.00956,0.02284,0.01525,0.13270,0.4995
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T1_w0_f026,1,0.9428,1,0.01628,0.02925,0.04486,0.13166,0.3423
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T1_w1_f079,1,0.9458,1,0.01705,0.03348,0.02388,0.07722,0.2575
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T1_w2_f150,1,0.9318,1,0.02963,0.03019,0.02139,0.11668,0.0641
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T1_w3_f217,1,0.9485,1,0.01299,0.07772,0.06685,0.09758,0.0254
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T2_w0_f024,1,0.9505,1,0.01462,0.04309,0.03663,0.21582,0.0285
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T2_w1_f082,1,0.9515,1,0.02518,0.05535,0.03585,0.04776,0.4985
depth,hoi4d,ZY20210800004_H4_C6_N07/S82_s04_T2_w2_f133,1,0.9446,1,0.01043,0.01835,0.00928,0.14900,0.0873
depth,hoi4d,ZY20210800004_H4_C6_N09/S249_s03_T2_w0_f050,1,0.9411,1,0.01323,0.01820,0.02623,0.11829,0.5551
depth,hoi4d,ZY20210800004_H4_C6_N09/S249_s03_T2_w1_f072,1,0.9424,1,0.01884,0.02587,0.01499,0.10933,0.4082
depth,hoi4d,ZY20210800004_H4_C6_N09/S249_s03_T2_w2_f174,1,0.9411,1,0.01370,0.02672,0.03214,0.11286,0.7614
depth,hoi4d,ZY20210800004_H4_C6_N09/S82_s05_T1_w0_f033,1,0.9566,1,0.01881,0.12069,0.10242,0.22321,0.1325
depth,hoi4d,ZY20210800004_H4_C6_N09/S82_s05_T1_w1_f104,1,0.9458,1,0.00258,0.00900,0.00756,0.10775,0.4925
depth,hoi4d,ZY20210800004_H4_C6_N09/S82_s05_T1_w2_f177,1,0.9388,1,0.01070,0.02307,0.01237,0.15628,0.7163
depth,hoi4d,ZY20210800004_H4_C6_N09/S82_s05_T1_w3_f221,1,0.9446,1,0.01107,0.04270,0.04392,0.17196,0.5954
depth,hoi4d,ZY20210800004_H4_C6_N21/S250_s01_T3_w2_f112,1,0.9493,1,0.01323,0.07207,0.07232,0.26180,0.6820
depth,hoi4d,ZY20210800004_H4_C6_N21/S250_s01_T3_w3_f212,1,0.9359,1,0.01959,0.05148,0.06105,0.20480,0.7797
depth,hoi4d,ZY20210800004_H4_C6_N21/S250_s01_T3_w4_f239,1,0.9477,1,0.01235,0.03531,0.03726,0.22855,0.6245
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s01_T1_w0_f049,1,0.9523,1,0.00328,0.03970,0.04063,0.14578,0.6296
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s01_T1_w1_f120,1,0.9491,1,0.01510,0.08179,0.07220,0.17138,0.5718
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s01_T1_w2_f147,1,0.9440,1,0.01766,0.03538,0.02709,0.27115,0.5733
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s01_T1_w3_f227,1,0.9473,1,0.01438,0.07588,0.06485,0.10999,0.5922
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s01_T1_w4_f245,1,0.9434,1,0.00709,0.07294,0.07284,0.18562,0.5226
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s02_T2_w0_f041,1,0.9458,1,0.00403,0.01688,0.01812,0.14643,0.4807
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s02_T2_w1_f111,1,0.9435,1,0.00766,0.03272,0.02606,0.14232,0.5566
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s02_T2_w2_f136,1,0.9450,1,0.01840,0.06405,0.05001,0.22430,0.6140
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s02_T2_w3_f204,1,0.9470,1,0.00375,0.01723,0.01904,0.13284,0.5242
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s03_T3_w2_f101,1,0.9452,1,0.01156,0.07487,0.07800,0.20109,0.6286
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s03_T3_w3_f197,1,0.9488,1,0.02362,0.10599,0.08369,0.17643,0.6345
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s03_T3_w4_f221,1,0.9457,1,0.00848,0.04079,0.03327,0.17766,0.5798
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s04_T1_w0_f043,1,0.9437,1,0.02060,0.02369,0.01124,0.11964,0.6841
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s04_T1_w1_f110,1,0.9397,1,0.01223,0.02041,0.00957,0.14072,0.5706
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s04_T1_w2_f132,1,0.9474,1,0.00870,0.05698,0.04874,0.20475,0.4970
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s04_T1_w3_f219,1,0.9410,1,0.00750,0.02443,0.01752,0.13177,0.5718
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s04_T1_w4_f242,1,0.9474,1,0.00321,0.04148,0.03827,0.20808,0.5780
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s05_T2_w0_f036,1,0.9442,1,0.00712,0.07605,0.07226,0.18992,0.8474
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s05_T2_w1_f116,1,0.9446,1,0.01355,0.13648,0.13607,0.17134,0.6015
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s05_T2_w2_f135,1,0.9471,1,0.03215,0.12976,0.09761,0.21021,0.5978
depth,hoi4d,ZY20210800004_H4_C6_N54/S378_s05_T2_w3_f202,1,0.9468,1,0.01844,0.05416,0.06503,0.20335,0.6700
depth,epic,P01_03/P01_03_27,1,0.3443,0,0.44651,0.38827,0.08251,0.13015,0.3540
depth,epic,P01_03/P01_03_4,1,0.9466,1,0.10123,0.09613,0.09361,0.07831,0.0653
depth,epic,P02_07/P02_07_25,1,0.9563,1,0.03537,0.02932,0.04475,0.11056,0.2413
depth,epic,P02_07/P02_07_47,0,0.0481,1,0.00979,0.30562,0.29616,0.11935,0.4024
depth,epic,P02_09/P02_09_153,0,0.0439,1,0.14499,0.10131,0.21856,0.02569,0.1178
depth,epic,P02_09/P02_09_163,1,0.9487,1,0.00156,0.31542,0.31506,0.47562,0.2445
depth,epic,P02_09/P02_09_168,1,0.9079,1,0.58519,0.27608,0.49081,0.98178,0.1981
depth,epic,P02_09/P02_09_187,1,0.9445,1,0.05115,0.06834,0.03887,0.22291,0.0543
depth,epic,P02_09/P02_09_20,0,0.0480,1,0.00680,0.09500,0.10173,0.39649,0.0848
depth,epic,P02_09/P02_09_262,0,0.0469,1,0.02703,0.06046,0.06751,0.40130,0.3758
depth,epic,P02_09/P02_09_277,1,0.9431,1,0.04378,0.27666,0.26325,0.32539,0.0211
depth,epic,P02_09/P02_09_387,0,0.0490,1,0.02122,0.02619,0.04401,0.39953,0.2732
depth,epic,P02_121/P02_121_43,0,0.0332,1,0.06770,0.12298,0.17912,0.23546,0.0864
depth,epic,P02_121/P02_121_44,0,0.0485,1,0.03744,0.16864,0.18103,0.29746,0.2557
depth,epic,P02_121/P02_121_45,0,0.0540,1,0.03989,0.16631,0.20400,0.10288,0.2682
depth,epic,P02_121/P02_121_57,0,0.0346,1,0.07609,0.06142,0.13740,0.31572,0.0407
depth,epic,P02_121/P02_121_58,0,0.0376,1,0.32549,0.31885,0.07058,0.36960,0.0135
depth,epic,P02_121/P02_121_95,1,0.9219,1,0.00878,0.31179,0.31248,0.48953,0.0292
depth,epic,P04_33/P04_33_18,0,0.0485,1,0.01857,0.41024,0.42815,0.70253,0.0000
depth,epic,P06_05/P06_05_125,1,0.9154,1,0.03441,0.08378,0.11812,0.05660,0.0141
depth,epic,P06_05/P06_05_138,1,0.9278,1,0.08634,0.30810,0.28820,0.50284,0.1961
depth,epic,P06_05/P06_05_176,1,0.9219,1,0.02132,0.09677,0.08962,0.11363,0.0000
depth,epic,P06_05/P06_05_215,1,0.9377,1,0.00639,0.17467,0.17305,0.38133,0.0150
depth,epic,P06_05/P06_05_48,1,0.9230,1,0.02112,0.14239,0.12805,0.18670,0.0000
depth,epic,P06_05/P06_05_59,1,0.9259,1,0.01335,0.14751,0.15793,1.27586,0.0840
depth,epic,P08_17/P08_17_117,1,0.9388,1,0.26103,0.23761,0.03850,0.10189,0.2612
depth,epic,P08_17/P08_17_99,0,0.0481,1,0.10489,0.04323,0.12245,0.04744,0.0820
depth,epic,P11_103/P11_103_45,0,0.0387,1,0.05403,0.06280,0.11385,0.26630,0.0735
depth,epic,P11_103/P11_103_64,0,0.0560,1,0.02003,0.08167,0.06939,0.19385,0.0521
depth,epic,P11_103/P11_103_66,0,0.0603,1,0.03629,0.10395,0.06893,0.19379,0.0464
depth,epic,P11_104/P11_104_186,0,0.0410,1,0.07591,0.06929,0.05843,0.13022,0.0030
depth,epic,P11_104/P11_104_96,0,0.0528,1,0.03446,0.08924,0.08913,0.37328,0.4801
depth,epic,P12_02/P12_02_127,1,0.9288,1,0.04900,0.09767,0.09287,0.23464,0.4545
depth,epic,P12_02/P12_02_18,0,0.0556,1,0.03880,0.13568,0.16681,0.49117,0.0566
depth,epic,P18_02/P18_02_26,1,0.9522,1,0.06916,0.13552,0.06810,0.11119,0.0000
depth,epic,P18_02/P18_02_28,1,0.9409,1,0.03379,0.13307,0.14975,0.10737,0.0618
depth,epic,P20_03/P20_03_15,1,0.9539,1,0.07930,0.19452,0.27324,0.19491,0.4626
depth,epic,P20_03/P20_03_54,1,0.9596,1,0.10742,0.77928,0.67324,0.92977,0.0545
depth,epic,P22_107/P22_107_148,0,0.0483,1,0.01220,0.10949,0.10120,0.18662,0.1687
depth,epic,P22_107/P22_107_225,0,0.0563,1,0.01310,0.05435,0.06561,0.27988,0.0883
depth,epic,P22_107/P22_107_226,0,0.0419,1,0.01101,0.12102,0.11077,0.36535,0.0421
depth,epic,P22_107/P22_107_227,0,0.0575,1,0.07381,0.08102,0.00995,0.23385,0.6984
depth,epic,P22_107/P22_107_39,0,0.0513,1,0.04398,0.17981,0.15215,0.35505,0.1854
depth,epic,P22_107/P22_107_50,1,0.9412,1,0.01323,0.13241,0.13479,0.17729,0.0202
depth,epic,P22_107/P22_107_55,1,0.9324,1,0.04611,0.41648,0.46194,0.48957,0.2789
depth,epic,P24_05/P24_05_109,1,0.9473,1,0.01290,0.18121,0.19399,0.37157,0.1865
depth,epic,P24_05/P24_05_48,1,0.9489,1,0.01726,0.49653,0.48454,0.46600,0.0972
depth,epic,P24_08/P24_08_113,1,0.9518,1,0.01724,0.42157,0.40435,0.58062,0.1554
depth,epic,P24_08/P24_08_168,1,0.9479,1,0.14826,0.20367,0.08776,0.30532,0.2790
depth,epic,P24_08/P24_08_174,1,0.9502,1,0.02313,0.55862,0.53835,0.52063,0.0852
depth,epic,P24_08/P24_08_30,1,0.9573,1,0.03014,0.24789,0.26786,0.74755,0.2430
depth,epic,P24_08/P24_08_77,1,0.9554,1,0.03199,0.33660,0.30752,0.71785,0.1635
depth,epic,P30_101/P30_101_263,0,0.0459,1,0.04639,0.05361,0.02284,0.04962,0.6555
depth,arctic,s01_capsulemachine/capsulemachine_use_01_s00_f00146,1,0.9472,1,0.20164,0.26296,0.29522,0.48633,0.7028
depth,arctic,s01_capsulemachine/capsulemachine_use_01_s02_f00331,1,0.9451,1,0.11424,0.16959,0.05910,0.08568,0.4741
depth,arctic,s01_capsulemachine/capsulemachine_use_01_s03_f00435,1,0.9583,1,0.01243,0.14143,0.14071,0.26996,0.1474
depth,arctic,s01_capsulemachine/capsulemachine_use_01_s04_f00653,1,0.9445,1,0.09026,0.20260,0.17049,0.26949,0.5406
depth,arctic,s01_capsulemachine/capsulemachine_use_01_s05_f00666,1,0.9404,1,0.20541,0.19272,0.37653,0.33974,0.5262
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s00_f00141,1,0.9559,1,0.09836,0.26585,0.18054,0.10673,0.7360
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s01_f00181,1,0.9504,1,0.05594,0.18412,0.13561,0.19119,0.1117
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s02_f00197,1,0.9494,1,0.06576,0.03986,0.02595,0.25692,0.3309
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s03_f00280,1,0.9447,1,0.06433,0.06600,0.09991,0.22667,0.6417
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s04_f00298,1,0.9509,1,0.02878,0.16359,0.14237,0.25017,0.5903
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s05_f00400,1,0.9386,1,0.08228,0.32547,0.25133,0.13961,0.4444
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s06_f00416,1,0.9622,1,0.10803,0.17296,0.16039,0.20410,0.3292
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s07_f00496,1,0.9451,1,0.06194,0.11962,0.13540,0.12413,0.6767
depth,arctic,s01_capsulemachine/capsulemachine_use_02_s08_f00512,1,0.9435,1,0.04764,0.17294,0.15098,0.12792,0.2026
depth,arctic,s01_scissors/scissors_use_01_s00_f00203,1,0.9266,1,0.22368,0.20635,0.01733,0.05680,0.4367
depth,arctic,s01_scissors/scissors_use_01_s01_f00243,1,0.9411,1,0.09437,0.12177,0.04125,0.01784,0.4084
depth,arctic,s01_scissors/scissors_use_01_s02_f00257,1,0.9322,1,0.01675,0.06278,0.04832,0.03873,0.2471
depth,arctic,s01_scissors/scissors_use_01_s03_f00280,1,0.9518,1,0.12218,0.13736,0.02233,0.01076,0.3240
depth,arctic,s01_scissors/scissors_use_01_s04_f00329,1,0.9538,1,0.02291,0.00907,0.02934,0.03810,0.3921
depth,arctic,s01_scissors/scissors_use_01_s05_f00347,1,0.9417,1,0.02126,0.05492,0.03367,0.02371,0.4410
depth,arctic,s01_scissors/scissors_use_01_s06_f00391,1,0.9545,1,0.01314,0.03394,0.02310,0.03011,0.3748
depth,arctic,s01_scissors/scissors_use_01_s07_f00433,1,0.9479,1,0.00980,0.04327,0.03375,0.04198,0.2553
depth,arctic,s01_scissors/scissors_use_01_s08_f00487,1,0.9413,1,0.02174,0.06627,0.04456,0.04764,0.3610
depth,arctic,s01_scissors/scissors_use_01_s09_f00525,1,0.9350,1,0.02271,0.02611,0.01596,0.01975,0.2521
depth,arctic,s01_scissors/scissors_use_01_s10_f00543,1,0.9475,1,0.19078,0.20948,0.03194,0.04139,0.3419
depth,arctic,s01_scissors/scissors_use_01_s11_f00564,1,0.9366,1,0.02845,0.00901,0.02123,0.01744,0.3457
depth,arctic,s01_scissors/scissors_use_01_s12_f00595,1,0.9399,1,0.02535,0.06209,0.04184,0.02540,0.3390
depth,arctic,s01_scissors/scissors_use_01_s13_f00628,1,0.9364,1,0.03185,0.06686,0.03530,0.02186,0.2418
depth,arctic,s01_scissors/scissors_use_01_s14_f00672,1,0.9483,1,0.20129,0.18032,0.16348,0.24613,0.4852
depth,arctic,s01_scissors/scissors_use_02_s00_f00053,1,0.9369,1,0.02966,0.03738,0.04413,0.03162,0.4260
depth,arctic,s01_scissors/scissors_use_02_s01_f00086,1,0.9526,1,0.01374,0.10751,0.09785,0.10446,0.3909
depth,arctic,s01_scissors/scissors_use_02_s02_f00116,1,0.9576,1,0.05518,0.07964,0.03555,0.05125,0.2580
depth,arctic,s01_scissors/scissors_use_02_s03_f00138,1,0.9547,1,0.12365,0.14809,0.02590,0.03982,0.3820
depth,arctic,s01_scissors/scissors_use_02_s04_f00151,1,0.9503,1,0.05561,0.08054,0.08091,0.06826,0.3027
depth,arctic,s01_scissors/scissors_use_02_s05_f00187,1,0.9516,1,0.02776,0.03055,0.04520,0.06351,0.1650
depth,arctic,s01_scissors/scissors_use_02_s06_f00224,1,0.9545,1,0.03934,0.02947,0.02539,0.03489,0.2777
depth,arctic,s01_scissors/scissors_use_02_s07_f00258,1,0.9416,1,0.03660,0.05232,0.01580,0.07423,0.3503
depth,arctic,s01_scissors/scissors_use_02_s08_f00298,1,0.9457,1,0.00643,0.03838,0.03290,0.03882,0.3174
depth,arctic,s01_scissors/scissors_use_02_s09_f00326,1,0.9550,1,0.02102,0.13245,0.12221,0.13581,0.2748
depth,arctic,s01_scissors/scissors_use_02_s10_f00409,1,0.9576,1,0.03726,0.06838,0.03627,0.05419,0.3683
depth,arctic,s01_scissors/scissors_use_02_s11_f00435,1,0.9528,1,0.03895,0.08530,0.04954,0.05257,0.3681
depth,arctic,s01_scissors/scissors_use_02_s12_f00475,1,0.9326,1,0.01755,0.00379,0.02044,0.04406,0.4136
depth,arctic,s01_scissors/scissors_use_02_s13_f00525,1,0.9556,1,0.00907,0.03174,0.02663,0.03747,0.4022
depth,arctic,s01_scissors/scissors_use_02_s14_f00570,1,0.9536,1,0.02456,0.05080,0.06618,0.07685,0.4237
depth,arctic,s01_scissors/scissors_use_02_s15_f00591,1,0.9468,1,0.05108,0.18844,0.23923,0.24878,0.4282
depth,arctic,s01_waffleiron/waffleiron_use_01_s00_f00100,1,0.9461,1,0.08638,0.40954,0.35344,1.00358,0.3247
depth,arctic,s01_waffleiron/waffleiron_use_01_s01_f00146,1,0.9617,1,0.15385,0.14908,0.14294,1.05150,0.0000
depth,arctic,s01_waffleiron/waffleiron_use_01_s02_f00253,1,0.9517,1,0.09067,0.50596,0.46092,1.05828,0.1530
depth,arctic,s01_waffleiron/waffleiron_use_01_s03_f00290,1,0.9597,1,0.03450,0.13127,0.14795,0.56106,0.2602
depth,arctic,s01_waffleiron/waffleiron_use_01_s04_f00355,1,0.9511,1,0.21215,0.52946,0.32108,0.21515,0.0325
depth,arctic,s01_waffleiron/waffleiron_use_01_s05_f00382,1,0.9596,1,0.07027,0.05278,0.11595,1.00588,0.0374
depth,arctic,s01_waffleiron/waffleiron_use_01_s06_f00441,1,0.9369,1,0.02495,0.89483,0.87952,1.37178,0.1285
depth,arctic,s01_waffleiron/waffleiron_use_01_s07_f00479,1,0.9413,1,0.13579,0.34809,0.37102,1.15207,0.0000
depth,arctic,s01_waffleiron/waffleiron_use_02_s00_f00112,1,0.9504,1,0.04502,0.77288,0.75217,0.91845,0.2112
depth,arctic,s01_waffleiron/waffleiron_use_02_s01_f00140,1,0.9477,1,0.11782,0.43683,0.47097,0.93699,0.0000
depth,arctic,s01_waffleiron/waffleiron_use_02_s02_f00224,1,0.9504,1,0.02833,0.05142,0.07736,0.94284,0.1529
depth,arctic,s01_waffleiron/waffleiron_use_02_s03_f00261,1,0.9571,1,0.32115,0.45633,0.68892,0.80742,0.0000
depth,arctic,s01_waffleiron/waffleiron_use_02_s04_f00340,1,0.9590,1,0.10035,0.04526,0.06481,0.21957,0.1900
depth,arctic,s01_waffleiron/waffleiron_use_02_s05_f00372,1,0.9477,1,0.18608,0.24718,0.35933,0.10569,0.0000
depth,arctic,s01_waffleiron/waffleiron_use_02_s06_f00389,1,0.9498,1,0.06734,0.18676,0.11997,0.68779,0.2367
depth,arctic,s01_waffleiron/waffleiron_use_02_s07_f00442,1,0.9339,1,0.05429,0.33992,0.31163,0.16666,0.2222
depth,arctic,s01_waffleiron/waffleiron_use_02_s08_f00493,1,0.9414,1,0.05031,0.44290,0.48118,0.32015,0.2741
depth,arctic,s01_waffleiron/waffleiron_use_02_s09_f00531,1,0.9470,1,0.69898,0.19268,0.86334,1.05793,0.0000
depth,arctic,s02_laptop/laptop_use_01_s00_f00113,1,0.9485,1,0.01416,0.71967,0.72657,1.40456,0.1220
depth,arctic,s02_laptop/laptop_use_01_s02_f00318,1,0.9473,1,0.01988,1.98182,1.99881,2.78283,0.0863
depth,arctic,s02_laptop/laptop_use_02_s00_f00064,1,0.9467,1,0.05306,0.16508,0.15998,0.65014,0.4165
depth,arctic,s02_laptop/laptop_use_02_s01_f00207,1,0.9570,1,0.02319,0.22421,0.22351,0.80401,0.2392
depth,arctic,s02_laptop/laptop_use_02_s02_f00317,1,0.9521,1,0.04266,0.16368,0.16015,0.79799,0.2606
depth,arctic,s02_laptop/laptop_use_02_s03_f00443,1,0.9647,1,0.01472,0.17060,0.18161,0.79286,0.2881
depth,arctic,s02_laptop/laptop_use_02_s04_f00573,1,0.9466,1,0.14910,0.29059,0.28177,0.81055,0.3218
depth,arctic,s04_laptop/laptop_use_01_s00_f00049,1,0.9473,1,0.01087,0.17795,0.18012,0.70316,0.2225
depth,arctic,s04_laptop/laptop_use_01_s01_f00080,1,0.9575,1,0.03608,0.15517,0.15654,0.74786,0.1349
depth,arctic,s04_laptop/laptop_use_01_s02_f00176,1,0.9484,1,0.01378,0.23510,0.22183,0.78363,0.1648
depth,arctic,s04_laptop/laptop_use_01_s04_f00285,1,0.9516,1,0.42071,0.45742,0.20842,0.59878,0.2319
depth,arctic,s04_laptop/laptop_use_01_s05_f00577,1,0.9583,1,0.00623,0.31724,0.31254,0.68810,0.1649
depth,arctic,s04_laptop/laptop_use_01_s06_f00659,1,0.9556,1,0.02095,0.60796,0.62729,1.28006,0.0731
depth,arctic,s04_laptop/laptop_use_02_s00_f00053,1,0.9531,1,0.23166,0.30868,0.26586,0.64224,0.3411
depth,arctic,s04_laptop/laptop_use_02_s01_f00099,1,0.9641,1,0.52557,0.45582,0.31188,0.64771,0.3608
depth,arctic,s04_laptop/laptop_use_02_s02_f00175,1,0.9462,1,0.00441,0.29842,0.29852,0.75523,0.1883
depth,arctic,s04_laptop/laptop_use_02_s04_f00331,1,0.9520,1,0.03616,0.45778,0.48906,1.06535,0.0974
depth,arctic,s05_box/box_use_01_s00_f00120,1,0.9380,1,0.04213,0.30822,0.34880,1.34839,0.0336
depth,arctic,s05_box/box_use_01_s02_f00344,1,0.9484,1,0.14397,0.20465,0.16166,0.41425,0.3449
depth,arctic,s05_box/box_use_01_s03_f00384,1,0.9531,1,0.04134,0.40993,0.44029,0.12775,0.5985
depth,arctic,s05_box/box_use_01_s04_f00413,1,0.9503,1,0.04942,0.33034,0.31889,0.30436,0.2834
depth,arctic,s05_box/box_use_01_s05_f00459,1,0.9533,1,0.02980,0.09907,0.08713,0.83883,0.3928
depth,arctic,s05_box/box_use_01_s06_f00519,1,0.9342,1,0.03475,0.08965,0.07211,0.58346,0.0242
depth,arctic,s05_box/box_use_01_s07_f00576,1,0.9508,1,0.01090,0.07507,0.07772,0.62939,0.3732
depth,arctic,s05_box/box_use_02_s00_f00119,1,0.9470,1,0.01439,0.28623,0.27368,1.36134,0.0464
depth,arctic,s05_box/box_use_02_s02_f00306,1,0.9490,1,0.02841,0.41206,0.43094,0.69057,0.0227
depth,arctic,s05_box/box_use_02_s04_f00492,1,0.9499,1,0.22911,0.29842,0.17000,0.43832,0.1719
depth,arctic,s05_box/box_use_02_s05_f00523,1,0.9502,1,0.13628,0.11565,0.16069,0.47311,0.7620
depth,arctic,s06_notebook/notebook_use_01_s00_f00042,1,0.9455,1,0.07789,0.18027,0.24510,0.06061,0.5455
depth,arctic,s06_notebook/notebook_use_01_s01_f00063,1,0.9505,1,0.24854,0.11770,0.26495,0.27815,0.4337
depth,arctic,s06_notebook/notebook_use_01_s02_f00092,1,0.9511,1,0.12169,0.14941,0.03414,0.10426,0.6532
depth,arctic,s06_notebook/notebook_use_01_s03_f00127,1,0.9511,1,0.22275,0.11469,0.11796,0.05330,0.5149
depth,arctic,s06_notebook/notebook_use_01_s04_f00258,1,0.9545,1,0.04571,0.04916,0.08646,0.25230,0.6688
