model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p,verb,hinge_point_offset_frac
sf3d_only,phone/phone,69.656,69.656,0.0497,0.0874,0.0894,0.709,close,0.0632
sf3d_only,phone/phone,72.053,72.053,0.2675,0.0909,0.0656,0.696,open,0.1315
sf3d_only,phone/phone,88.585,91.415,0.0420,0.0679,0.0535,0.696,close,0.1321
sf3d_only,phone/phone,72.079,107.921,0.1408,0.0456,0.0881,0.827,open,0.0974
sf3d_only,phone/phone,81.420,98.580,0.0502,0.1060,0.0178,0.742,close,0.1544
sf3d_only,phone/phone,89.410,90.590,0.5457,0.2014,0.0877,0.828,open,0.1028
sf3d_only,phone/phone,85.697,94.303,0.0536,0.1362,0.0018,0.736,close,0.2601
sf3d_only,phone/phone,48.299,131.701,0.5168,0.0928,0.1737,0.796,open,0.1779
sf3d_only,phone/phone,85.335,85.335,0.0468,0.0717,0.0357,0.715,close,0.1290
sf3d_only,phone/phone,85.362,94.638,0.1728,0.2035,0.1412,0.852,open,0.1839
sf3d_only,phone/phone,70.286,109.714,0.0440,0.0193,0.0829,0.688,close,0.2134
sf3d_only,phone/phone,66.173,113.827,0.5778,0.1676,0.0812,0.820,open,0.1317
sf3d_only,phone/phone,79.796,79.796,0.0496,0.0685,0.0512,0.749,close,0.1736
sf3d_only,phone/phone,27.631,27.631,0.4876,0.1025,0.0300,0.795,open,0.1693
sf3d_only,phone/phone,53.138,53.138,0.0483,0.1856,0.0733,0.722,close,0.1939
sf3d_only,phone/phone,24.180,24.180,0.2441,0.1063,0.0886,0.800,open,0.1339
sf3d_only,phone/phone,73.350,73.350,0.0474,0.1062,0.0905,0.854,close,0.1363
sf3d_only,phone/phone,42.699,137.301,0.2093,0.0991,0.1709,0.845,open,0.1497
sf3d_only,phone/phone,83.949,96.051,0.0461,0.0486,0.0289,0.689,close,0.0684
sf3d_only,phone/phone,83.054,96.946,0.2949,0.2390,0.1651,0.889,open,0.1267
sf3d_only,phone/phone,82.931,82.931,0.0445,0.0118,0.1118,0.691,close,0.1855
sf3d_only,phone/phone,71.549,71.549,0.4923,0.1905,0.1218,0.745,open,0.1336
sf3d_only,scissors/scissors,46.127,133.873,0.9141,0.2839,0.1044,0.823,close,0.1792
sf3d_only,scissors/scissors,1.780,1.780,0.8905,0.1252,0.1472,0.965,open,0.2152
sf3d_only,scissors/scissors,22.575,157.425,0.8962,0.2622,0.1573,0.872,close,0.2230
sf3d_only,scissors/scissors,14.562,14.562,0.9072,0.1216,0.1853,0.987,open,0.1844
sf3d_only,scissors/scissors,49.602,130.398,0.9327,0.2876,0.1360,0.768,close,0.1657
sf3d_only,scissors/scissors,49.131,130.869,0.9286,0.2474,0.1024,0.849,close,0.2101
sf3d_only,scissors/scissors,73.597,73.597,0.9081,0.1180,0.0728,0.936,open,0.1297
sf3d_only,scissors/scissors,35.427,144.573,0.9235,0.2768,0.0928,0.780,close,0.2484
sf3d_only,scissors/scissors,17.964,17.964,0.9534,0.1570,0.0954,0.948,open,0.1153
sf3d_only,scissors/scissors,53.688,126.312,0.9327,0.3010,0.0973,0.785,close,0.2724
sf3d_only,scissors/scissors,75.949,104.051,0.8983,0.2805,0.0809,0.841,close,0.1487
sf3d_only,scissors/scissors,54.043,125.957,0.9086,0.2989,0.0910,0.826,close,0.2067
sf3d_only,scissors/scissors,86.214,93.786,0.9221,0.3268,0.0800,0.789,close,0.2279
sf3d_only,scissors/scissors,30.627,149.373,0.9288,0.2866,0.1036,0.788,close,0.2675
sf3d_only,scissors/scissors,16.464,16.464,0.9185,0.1741,0.1011,0.985,open,0.1177
sf3d_only,scissors/scissors,26.241,153.759,0.8823,0.2800,0.1673,0.822,close,0.2282
sf3d_only,scissors/scissors,17.422,162.578,0.9139,0.3073,0.2048,0.873,close,0.2595
sf3d_only,scissors/scissors,44.667,135.333,0.9262,0.2906,0.1510,0.768,close,0.3067
sf3d_only,scissors/scissors,68.642,111.358,0.9107,0.2718,0.0932,0.759,close,0.2520
sf3d_only,scissors/scissors,53.972,53.972,0.9208,0.1381,0.0932,0.924,open,0.2480
sf3d_only,scissors/scissors,61.017,118.983,0.9098,0.2764,0.1061,0.817,close,0.2855
sf3d_only,scissors/scissors,20.071,159.929,0.9196,0.2598,0.1398,0.912,close,0.2768
sf3d_only,scissors/scissors,14.051,165.949,0.9182,0.2810,0.1310,0.821,close,0.2765
sf3d_only,scissors/scissors,35.182,144.818,0.8988,0.2942,0.1706,0.821,close,0.1909
sf3d_only,scissors/scissors,22.298,157.702,0.9433,0.2733,0.0932,0.877,close,0.2221
sf3d_only,scissors/scissors,23.561,156.439,0.9449,0.2864,0.1351,0.889,close,0.2703
sf3d_only,scissors/scissors,54.403,125.597,0.8979,0.2807,0.1258,0.843,close,0.2140
sf3d_only,scissors/scissors,28.274,28.274,0.9290,0.1877,0.1120,1.052,open,0.1816
sf3d_only,scissors/scissors,25.930,154.070,0.9399,0.2857,0.1476,0.808,close,0.2478
sf3d_only,scissors/scissors,10.129,169.871,0.9254,0.2589,0.1802,0.840,close,0.2611
sf3d_only,scissors/scissors,61.715,118.285,0.9044,0.2594,0.0758,0.845,close,0.2466
sf3d_only,scissors/scissors,22.906,157.094,0.9160,0.2699,0.1496,0.900,close,0.2390
sf3d_only,scissors/scissors,36.117,143.883,0.9293,0.2673,0.1214,0.900,close,0.3079
sf3d_only,scissors/scissors,38.456,141.544,0.9058,0.2697,0.1098,0.892,close,0.1954
sf3d_only,scissors/scissors,22.504,157.496,0.8928,0.2647,0.1375,0.886,close,0.2837
sf3d_only,scissors/scissors,32.524,32.524,0.9079,0.1224,0.0603,0.963,open,0.1647
sf3d_only,scissors/scissors,48.212,131.788,0.8822,0.2827,0.0774,0.802,close,0.1437
sf3d_only,scissors/scissors,65.945,114.055,0.9018,0.2663,0.0857,0.935,close,0.2286
sf3d_only,scissors/scissors,55.396,55.396,0.9126,0.1467,0.0638,1.049,open,0.2083
sf3d_only,scissors/scissors,72.580,107.420,0.9144,0.2606,0.0576,0.902,close,0.2730
sf3d_only,scissors/scissors,52.827,52.827,0.9184,0.1196,0.0546,1.057,open,0.1731
sf3d_only,scissors/scissors,41.898,138.102,0.9003,0.2845,0.1647,0.832,close,0.2603
sf3d_only,scissors/scissors,34.238,145.762,0.9361,0.2483,0.1043,0.906,close,0.2752
sf3d_only,scissors/scissors,16.295,16.295,0.9302,0.1226,0.0818,1.084,open,0.1700
sf3d_only,scissors/scissors,18.771,161.229,0.9089,0.2741,0.1619,0.968,close,0.2166
sf3d_only,scissors/scissors,20.383,159.617,0.9145,0.2848,0.1400,0.895,close,0.2032
sf3d_only,scissors/scissors,19.089,160.911,0.9223,0.3136,0.0939,0.839,close,0.2461
sf3d_only,scissors/scissors,14.310,14.310,0.8896,0.1427,0.1110,0.959,open,0.1072
sf3d_only,scissors/scissors,14.693,165.307,0.9214,0.2712,0.0704,0.880,close,0.1510
l2anchor,capsulemachine/capsulemachine,73.524,73.524,0.9355,1.8837,0.0660,0.120,open,0.8825
l2anchor,capsulemachine/capsulemachine,70.559,70.559,0.9454,1.9570,0.0640,1.277,open,0.6145
l2anchor,capsulemachine/capsulemachine,8.967,171.033,0.9474,3.1236,0.0850,4.983,close,0.9237
l2anchor,capsulemachine/capsulemachine,15.463,15.463,0.9233,2.9934,0.1084,0.347,open,0.3319
l2anchor,capsulemachine/capsulemachine,72.996,107.004,0.9357,2.3881,0.1948,5.079,close,0.4315
l2anchor,capsulemachine/capsulemachine,29.054,150.946,0.9340,2.5093,0.0531,4.743,close,0.4561
l2anchor,capsulemachine/capsulemachine,77.616,77.616,0.9394,0.6866,0.0640,2.149,open,0.2849
l2anchor,capsulemachine/capsulemachine,45.338,134.662,0.9378,0.8029,0.2465,4.656,close,0.2578
l2anchor,capsulemachine/capsulemachine,79.083,79.083,0.9516,1.9992,0.0146,0.120,open,0.6775
l2anchor,capsulemachine/capsulemachine,83.917,96.083,0.9500,3.4426,0.0605,5.489,close,0.5535
l2anchor,capsulemachine/capsulemachine,71.994,108.006,0.9341,0.3556,0.2564,3.836,open,0.3707
l2anchor,capsulemachine/capsulemachine,60.737,119.263,0.9350,2.0714,0.0190,4.130,close,0.3603
l2anchor,capsulemachine/capsulemachine,76.256,76.256,0.9444,2.4384,0.0623,0.648,open,0.7249
l2anchor,capsulemachine/capsulemachine,64.536,115.464,0.9375,0.8188,0.1534,4.082,close,0.2267
l2anchor,scissors/scissors,74.001,74.001,0.9471,0.7758,0.2241,1.635,close,0.2566
l2anchor,scissors/scissors,54.965,54.965,0.9430,0.1017,0.0126,1.898,open,0.1627
l2anchor,scissors/scissors,66.778,66.778,0.9488,0.9320,0.0193,1.738,close,0.3597
l2anchor,scissors/scissors,79.247,100.753,0.9367,0.4230,0.1760,2.226,open,0.2886
l2anchor,scissors/scissors,65.293,114.707,0.9457,0.5742,0.2599,1.411,close,0.3275
l2anchor,scissors/scissors,24.154,24.154,0.9476,0.3781,0.0437,1.481,open,0.0976
l2anchor,scissors/scissors,42.884,137.116,0.9404,0.6439,0.2303,1.640,close,0.3179
l2anchor,scissors/scissors,64.145,64.145,0.9463,0.7214,0.0970,1.602,close,0.3574
l2anchor,scissors/scissors,72.306,72.306,0.9542,0.8834,0.2699,1.820,close,0.2834
l2anchor,scissors/scissors,41.310,41.310,0.9331,0.8130,0.2184,1.870,close,0.2510
l2anchor,scissors/scissors,80.590,80.590,0.9415,0.0538,0.0531,1.837,open,0.1481
l2anchor,scissors/scissors,47.905,47.905,0.9458,0.6826,0.0262,1.573,close,0.3005
l2anchor,scissors/scissors,58.687,58.687,0.9512,0.8175,0.1363,1.621,close,0.3509
l2anchor,scissors/scissors,48.826,48.826,0.9466,0.7772,0.1103,1.564,close,0.3488
l2anchor,scissors/scissors,63.431,63.431,0.9355,0.3262,0.0854,1.929,open,0.1952
l2anchor,scissors/scissors,30.170,30.170,0.9531,0.2040,0.0942,1.845,close,0.1947
l2anchor,scissors/scissors,15.792,164.208,0.9507,0.4046,0.1414,2.072,open,0.2492
l2anchor,scissors/scissors,45.694,134.306,0.9527,0.7323,0.2328,1.782,close,0.3459
l2anchor,scissors/scissors,14.357,14.357,0.9402,0.3918,0.0942,1.654,open,0.0926
l2anchor,scissors/scissors,67.782,112.218,0.9543,1.1676,0.3560,1.837,close,0.4662
l2anchor,scissors/scissors,84.316,84.316,0.9495,1.0943,0.2977,1.759,close,0.4259
l2anchor,scissors/scissors,87.419,87.419,0.9504,1.0916,0.2927,1.751,close,0.4532
l2anchor,scissors/scissors,77.376,102.624,0.9573,0.8916,0.2739,1.879,close,0.3777
l2anchor,scissors/scissors,23.928,156.072,0.9270,0.3444,0.0155,1.731,close,0.0518
l2anchor,scissors/scissors,42.702,137.298,0.9219,0.6922,0.2194,1.604,close,0.3204
l2anchor,scissors/scissors,31.015,148.985,0.9256,0.5231,0.1738,1.653,close,0.2233
l2anchor,scissors/scissors,57.455,57.455,0.9424,0.7101,0.0415,1.644,close,0.3028
l2anchor,scissors/scissors,71.724,71.724,0.9427,0.9823,0.2251,1.660,close,0.4051
l2anchor,scissors/scissors,16.317,163.683,0.9382,0.4287,0.0421,1.569,close,0.0913
l2anchor,scissors/scissors,34.640,145.360,0.9371,0.5884,0.0379,1.838,close,0.2083
l2anchor,scissors/scissors,21.440,21.440,0.9412,0.3396,0.0985,2.062,open,0.1404
l2anchor,waffleiron/waffleiron,64.135,115.865,0.9471,0.6946,0.1315,2.323,open,0.1500
l2anchor,waffleiron/waffleiron,22.154,22.154,0.8932,1.6922,0.1193,0.152,close,0.4976
l2anchor,waffleiron/waffleiron,45.243,134.757,0.9386,0.7213,0.1212,2.383,open,0.2809
l2anchor,waffleiron/waffleiron,86.423,86.423,0.9134,0.6302,0.0493,1.770,close,0.0988
l2anchor,waffleiron/waffleiron,81.973,98.027,0.9393,0.9155,0.1674,0.353,open,0.8238
l2anchor,waffleiron/waffleiron,12.642,12.642,0.8303,1.4412,0.2353,0.122,close,0.5108
l2anchor,waffleiron/waffleiron,72.314,107.686,0.9420,0.5270,0.0523,2.377,open,0.4114
l2anchor,waffleiron/waffleiron,60.636,60.636,0.9304,1.3159,0.0523,1.256,close,0.4695
l2anchor,waffleiron/waffleiron,82.761,82.761,0.9286,0.5403,0.4203,1.881,open,0.4610
l2anchor,waffleiron/waffleiron,67.904,67.904,0.9148,1.4216,0.0225,1.682,close,0.3970
l2anchor,waffleiron/waffleiron,88.614,91.386,0.9433,0.3299,0.1540,1.765,open,0.0935
l2anchor,waffleiron/waffleiron,11.921,11.921,0.7248,1.6042,0.1586,0.121,close,0.2678
l2anchor,waffleiron/waffleiron,39.586,39.586,0.9498,0.6055,0.1405,1.636,open,0.0992
l2anchor,waffleiron/waffleiron,59.097,120.903,0.9232,1.1630,0.0242,0.606,close,0.3120
l2anchor,waffleiron/waffleiron,58.588,58.588,0.9253,0.2526,0.1697,2.157,open,0.1210
l2anchor,waffleiron/waffleiron,52.118,127.882,0.8613,0.5439,0.2175,0.709,close,0.6536
l2anchor,waffleiron/waffleiron,39.544,39.544,0.9230,0.2992,0.1450,1.799,open,0.0856
l2anchor,waffleiron/waffleiron,77.520,77.520,0.8727,1.0992,0.3063,0.531,close,0.7445
l2anchor,laptop/laptop,28.177,28.177,0.9451,1.4697,0.0186,2.940,open,0.1494
l2anchor,laptop/laptop,30.512,30.512,0.9358,2.6079,0.1059,1.785,open,0.2674
l2anchor,laptop/laptop,23.755,23.755,0.9434,0.7792,0.0216,3.525,open,0.1047
l2anchor,laptop/laptop,16.887,163.113,0.9482,2.0228,0.0401,3.660,close,0.1413
l2anchor,laptop/laptop,14.147,14.147,0.9336,1.6164,0.0747,2.804,open,0.1198
l2anchor,laptop/laptop,7.872,172.128,0.9479,2.2770,0.0389,3.741,close,0.2325
l2anchor,laptop/laptop,23.836,23.836,0.9429,1.2090,0.0322,3.253,open,0.0700
l2anchor,laptop/laptop,34.281,34.281,0.9472,1.2069,0.0602,3.257,open,0.1286
l2anchor,laptop/laptop,18.776,161.224,0.9403,2.4945,0.0497,4.460,close,0.1469
l2anchor,laptop/laptop,23.601,23.601,0.9426,1.3276,0.0514,3.363,open,0.0857
l2anchor,laptop/laptop,25.663,25.663,0.9376,1.5751,0.0249,3.853,open,0.4278
l2anchor,laptop/laptop,19.508,160.492,0.9496,1.4339,0.0416,3.619,close,0.0689
l2anchor,laptop/laptop,30.776,30.776,0.9431,1.4135,0.0505,3.438,open,0.1035
l2anchor,laptop/laptop,23.090,23.090,0.9412,1.7631,0.0721,3.947,open,0.1059
l2anchor,laptop/laptop,13.592,166.408,0.9555,1.4560,0.0027,3.843,close,0.1398
l2anchor,laptop/laptop,35.996,35.996,0.9444,1.0399,0.0644,3.731,open,0.1211
l2anchor,laptop/laptop,30.080,30.080,0.9487,1.5336,0.0440,3.569,open,0.0984
l2anchor,box/box,65.706,65.706,0.9526,1.9003,0.3204,0.531,open,0.2863
l2anchor,box/box,26.168,26.168,0.9539,0.3145,0.0245,2.272,open,0.1865
l2anchor,box/box,34.060,34.060,0.9466,0.6049,0.1199,1.647,close,0.1394
l2anchor,box/box,21.851,21.851,0.9467,0.5120,0.0320,2.038,open,0.1782
l2anchor,box/box,32.114,32.114,0.9442,0.5217,0.0209,1.742,close,0.2751
l2anchor,box/box,20.215,20.215,0.9514,0.6819,0.0591,1.901,open,0.1095
l2anchor,box/box,20.491,20.491,0.9511,0.9228,0.0214,1.284,close,0.1152
l2anchor,box/box,39.581,39.581,0.9480,1.9549,0.1475,0.480,open,0.1094
l2anchor,box/box,10.469,10.469,0.9555,1.6270,0.0112,0.625,open,0.1747
l2anchor,box/box,20.463,20.463,0.9485,0.5001,0.0439,2.132,open,0.1341
l2anchor,box/box,32.343,32.343,0.9427,0.5720,0.0795,1.647,close,0.1397
l2anchor,notebook/notebook,52.891,127.109,0.9511,0.6374,0.0520,1.951,open,0.3321
l2anchor,notebook/notebook,67.606,112.394,0.9534,0.7166,0.0222,2.365,open,0.2897
l2anchor,notebook/notebook,75.793,104.207,0.9547,0.4932,0.0876,2.255,open,0.1893
l2anchor,notebook/notebook,71.859,108.141,0.9543,0.2443,0.0314,2.074,open,0.2379
l2anchor,notebook/notebook,9.495,170.505,0.9503,0.2573,0.3101,1.353,close,0.2475
l2anchor,notebook/notebook,45.863,134.137,0.9506,0.6776,0.0161,2.110,open,0.3709
l2anchor,notebook/notebook,41.565,138.435,0.9530,0.4796,0.0598,1.921,close,0.2151
l2anchor,notebook/notebook,85.240,94.760,0.9499,0.4443,0.0034,1.794,open,0.1762
l2anchor,notebook/notebook,30.737,149.263,0.9555,0.3793,0.0072,1.387,close,0.0250
l2anchor,notebook/notebook,45.739,134.261,0.9535,0.4719,0.0280,1.688,open,0.3083
l2anchor,notebook/notebook,27.944,152.056,0.9535,0.4455,0.1628,1.710,close,0.2644
l2anchor,notebook/notebook,53.280,126.720,0.9531,0.3940,0.0048,1.574,open,0.2416
l2anchor,notebook/notebook,80.443,99.557,0.9523,0.8544,0.0817,2.308,open,0.1878
l2anchor,notebook/notebook,27.588,152.412,0.9515,0.5808,0.2573,0.797,close,0.3903
l2anchor,notebook/notebook,44.780,135.220,0.9486,0.4323,0.0142,1.619,open,0.2614
l2anchor,notebook/notebook,38.875,141.125,0.9524,0.3548,0.1922,1.113,close,0.2526
l2anchor,notebook/notebook,79.958,79.958,0.9389,0.4410,0.0474,2.277,open,0.1030
l2anchor,notebook/notebook,42.939,137.061,0.9557,0.6510,0.2421,1.638,close,0.3136
l2anchor,notebook/notebook,45.415,134.585,0.9486,0.5476,0.0055,1.697,open,0.2675
l2anchor,notebook/notebook,10.918,169.082,0.9572,0.2151,0.2453,1.111,close,0.3124
l2anchor,phone/phone,18.705,161.295,0.9389,0.3901,0.0179,2.079,close,0.0472
l2anchor,phone/phone,26.783,26.783,0.9406,0.7256,0.0656,2.633,open,0.1790
l2anchor,phone/phone,19.912,160.088,0.9393,0.6373,0.0408,2.075,close,0.1969
l2anchor,phone/phone,47.020,47.020,0.9484,1.0696,0.1204,1.856,open,0.3148
l2anchor,phone/phone,34.615,145.385,0.9438,0.9518,0.0308,2.375,close,0.7202
l2anchor,phone/phone,51.510,51.510,0.9398,0.6696,0.0397,2.392,open,0.0220
l2anchor,phone/phone,15.111,164.889,0.9395,0.3299,0.0637,2.126,close,0.1452
l2anchor,phone/phone,44.153,135.847,0.9448,1.3150,0.0129,1.648,open,0.2825
l2anchor,phone/phone,17.747,162.253,0.9569,1.1161,0.0024,2.920,close,0.1255
l2anchor,phone/phone,19.259,19.259,0.9428,1.1445,0.0357,1.731,open,0.1846
l2anchor,phone/phone,56.709,123.291,0.9489,0.8984,0.0154,2.934,close,0.3418
l2anchor,phone/phone,51.691,51.691,0.9486,0.8953,0.0701,2.137,open,0.1415
l2anchor,phone/phone,19.784,160.216,0.9394,0.6602,0.0622,2.635,close,0.0659
l2anchor,phone/phone,36.161,36.161,0.9559,0.7633,0.0661,2.358,open,0.0887
l2anchor,phone/phone,44.227,135.773,0.9579,1.3215,0.0234,3.006,close,0.0478
l2anchor,phone/phone,49.361,49.361,0.9497,0.8458,0.1002,2.256,open,0.2176
l2anchor,laptop/laptop,18.292,18.292,0.9487,0.9481,0.0371,3.409,open,0.2148
l2anchor,laptop/laptop,16.751,163.249,0.9477,1.2513,0.0125,3.582,close,0.1444
l2anchor,laptop/laptop,17.452,162.548,0.9501,0.3238,0.1077,2.974,close,0.3366
l2anchor,laptop/laptop,32.847,32.847,0.9452,2.3878,0.1111,1.138,open,0.3423
l2anchor,laptop/laptop,11.831,168.169,0.9446,1.2525,0.0895,3.669,close,0.2348
l2anchor,laptop/laptop,7.683,7.683,0.9402,0.5449,0.2469,3.671,open,0.2567
l2anchor,laptop/laptop,13.702,166.298,0.9475,1.4395,0.0542,3.496,close,0.1347
l2anchor,laptop/laptop,18.259,18.259,0.9487,0.8532,0.0517,3.271,open,0.1526
l2anchor,laptop/laptop,10.007,169.993,0.9458,1.8024,0.0671,4.163,close,0.2494
l2anchor,laptop/laptop,39.401,39.401,0.9524,2.1271,0.1202,3.152,open,0.1932
l2anchor,laptop/laptop,8.981,8.981,0.9395,2.3915,0.0492,3.009,open,0.2032
l2anchor,laptop/laptop,23.811,156.189,0.9467,0.5888,0.1779,3.071,close,0.1007
l2anchor,laptop/laptop,20.470,20.470,0.9504,0.8000,0.0009,3.542,open,0.1030
l2anchor,laptop/laptop,15.913,164.087,0.9465,1.6655,0.0261,3.661,close,0.1488
l2anchor,microwave/microwave,18.274,18.274,0.8263,0.5138,0.0243,1.578,open,0.0580
l2anchor,microwave/microwave,47.982,47.982,0.9145,0.8229,0.0586,2.211,close,0.1298
l2anchor,microwave/microwave,17.779,17.779,0.8211,0.3712,0.0256,1.688,open,0.0505
l2anchor,microwave/microwave,47.764,47.764,0.8997,0.7229,0.0467,2.120,close,0.1369
l2anchor,microwave/microwave,45.036,134.964,0.9207,0.5816,0.1570,1.939,close,0.2548
l2anchor,microwave/microwave,31.184,31.184,0.8569,0.5895,0.0244,1.441,open,0.0838
l2anchor,microwave/microwave,79.330,79.330,0.9378,0.9831,0.1441,2.119,close,0.1610
l2anchor,microwave/microwave,26.630,26.630,0.8946,0.3226,0.0856,1.667,open,0.0775
l2anchor,microwave/microwave,41.125,41.125,0.9177,0.7149,0.0223,2.145,close,0.0926
l2anchor,microwave/microwave,33.166,33.166,0.8816,0.4967,0.0650,1.798,open,0.0897
l2anchor,microwave/microwave,44.899,44.899,0.9062,0.7613,0.0445,2.155,close,0.0541
l2anchor,microwave/microwave,23.656,23.656,0.8490,0.5253,0.0376,1.459,open,0.0729
l2anchor,microwave/microwave,48.905,48.905,0.9169,0.8576,0.0759,2.148,close,0.1348
l2anchor,microwave/microwave,34.172,34.172,0.8792,0.4112,0.0428,1.809,open,0.0426
l2anchor,microwave/microwave,63.671,63.671,0.9000,0.2800,0.0591,1.738,close,0.1126
l2anchor,microwave/microwave,46.445,46.445,0.8788,0.4434,0.1097,1.232,open,0.3038
l2anchor,microwave/microwave,70.231,70.231,0.8496,0.3417,0.0195,1.502,close,0.0582
l2anchor,microwave/microwave,18.598,18.598,0.8330,0.4292,0.1088,1.359,open,0.1970
l2anchor,microwave/microwave,36.251,36.251,0.8826,0.6104,0.0118,1.893,close,0.1014
l2anchor,microwave/microwave,43.819,136.181,0.9142,0.4842,0.1274,2.144,close,0.3085
l2anchor,microwave/microwave,33.921,33.921,0.8728,0.5156,0.0338,1.683,open,0.0394
l2anchor,microwave/microwave,44.140,44.140,0.9264,0.7732,0.0730,2.088,close,0.1391
l2anchor,microwave/microwave,25.558,25.558,0.8706,0.3946,0.0292,1.970,open,0.0765
l2anchor,microwave/microwave,37.822,37.822,0.9216,0.7359,0.0575,2.018,close,0.1146
l2anchor,microwave/microwave,22.567,22.567,0.8970,0.4237,0.0044,2.045,open,0.0486
l2anchor,microwave/microwave,83.685,96.315,0.9226,0.7386,0.0913,2.127,close,0.1440
l2anchor,microwave/microwave,16.444,16.444,0.9007,0.3033,0.0255,1.957,open,0.0829
l2anchor,microwave/microwave,83.241,83.241,0.9360,0.9870,0.1186,2.384,close,0.1416
l2anchor,microwave/microwave,31.379,31.379,0.8729,0.2972,0.0178,1.998,open,0.0934
l2anchor,microwave/microwave,61.365,61.365,0.8348,0.2955,0.1557,1.561,close,0.2095
l2anchor,microwave/microwave,71.219,108.781,0.9281,0.8424,0.1705,2.242,close,0.3134
l2anchor,notebook/notebook,69.775,110.225,0.9491,1.0041,0.0963,2.045,open,0.5113
l2anchor,notebook/notebook,8.323,171.677,0.9356,0.3747,0.3979,1.164,close,0.3790
l2anchor,notebook/notebook,64.640,115.360,0.9535,1.4161,0.2776,2.254,open,0.4551
l2anchor,notebook/notebook,20.639,159.361,0.9470,0.6207,0.4239,0.538,close,0.5616
l2anchor,notebook/notebook,83.546,96.454,0.9563,1.0216,0.1024,2.185,open,0.0710
l2anchor,notebook/notebook,59.247,120.753,0.9607,0.2531,0.2542,1.061,close,0.2219
l2anchor,notebook/notebook,81.486,81.486,0.9579,0.9040,0.2389,2.012,open,0.3030
l2anchor,notebook/notebook,25.608,154.392,0.9370,0.7003,0.0498,1.789,open,0.2883
l2anchor,notebook/notebook,38.762,141.238,0.9547,0.8705,0.2126,1.867,close,0.3424
l2anchor,notebook/notebook,60.226,119.774,0.9499,0.8160,0.1878,1.634,open,0.4687
l2anchor,notebook/notebook,85.303,85.303,0.9378,0.6489,0.1252,2.098,open,0.1865
l2anchor,notebook/notebook,30.767,149.233,0.9547,0.5295,0.3765,1.502,close,0.3849
l2anchor,notebook/notebook,10.259,169.741,0.9475,0.6525,0.3455,1.543,close,0.4433
l2anchor,notebook/notebook,71.365,71.365,0.9443,0.6763,0.0372,1.896,open,0.0748
l2anchor,notebook/notebook,26.225,153.775,0.9564,0.2348,0.2959,1.153,close,0.2830
l2anchor,notebook/notebook,56.871,123.129,0.9471,1.2744,0.1595,2.087,open,0.5887
l2anchor,phone/phone,24.637,155.363,0.9596,1.2466,0.0276,3.188,close,0.3253
l2anchor,phone/phone,47.619,47.619,0.9608,0.4903,0.0064,2.088,open,0.1036
l2anchor,phone/phone,61.614,118.386,0.9654,0.9938,0.2342,2.908,close,0.4878
l2anchor,phone/phone,82.321,82.321,0.9551,0.2810,0.0364,2.891,open,0.2031
l2anchor,phone/phone,63.725,63.725,0.9640,0.7213,0.1637,2.548,close,0.2745
l2anchor,phone/phone,53.375,53.375,0.9498,0.6540,0.0601,2.431,open,0.0770
l2anchor,phone/phone,6.744,173.256,0.9563,0.3459,0.0781,1.884,close,0.1071
l2anchor,phone/phone,59.685,59.685,0.9366,0.6614,0.0473,2.284,open,0.2404
l2anchor,phone/phone,15.382,164.618,0.9550,1.0816,0.0140,2.917,close,0.2675
l2anchor,phone/phone,81.526,81.526,0.9499,0.3936,0.1598,2.529,open,0.1571
l2anchor,phone/phone,11.284,168.716,0.9525,0.3658,0.0775,2.190,close,0.0720
l2anchor,phone/phone,81.106,98.894,0.9491,0.6174,0.1029,2.590,open,0.2138
l2anchor,phone/phone,13.289,166.711,0.9569,0.5984,0.0651,2.384,close,0.0587
l2anchor,phone/phone,65.335,65.335,0.9596,0.2495,0.1070,2.806,open,0.1220
l2anchor,phone/phone,21.505,158.495,0.9587,1.2022,0.0390,2.838,close,0.1145
l2anchor,phone/phone,38.991,38.991,0.9496,0.5070,0.1089,2.572,open,0.1694
l2anchor,phone/phone,14.547,165.453,0.9606,1.4161,0.0381,2.960,close,0.1831
l2anchor,phone/phone,81.744,98.256,0.9554,0.7159,0.0278,2.320,open,0.1550
l2anchor,espressomachine/espressomachine,79.365,100.635,0.9479,3.0029,0.1338,0.310,open,0.6241
l2anchor,espressomachine/espressomachine,80.537,99.463,0.9371,0.8030,0.1255,2.678,close,0.4361
l2anchor,espressomachine/espressomachine,69.073,110.927,0.9550,1.3322,0.1680,1.673,open,0.5344
l2anchor,espressomachine/espressomachine,79.501,100.499,0.9444,0.7915,0.1343,2.912,close,0.4321
l2anchor,espressomachine/espressomachine,81.702,98.298,0.9329,3.0757,0.1907,0.126,open,0.6234
l2anchor,espressomachine/espressomachine,82.874,97.126,0.9180,0.1818,0.0548,3.042,close,0.3475
l2anchor,espressomachine/espressomachine,88.512,91.488,0.9568,0.9228,0.1494,2.759,open,0.3398
l2anchor,espressomachine/espressomachine,83.656,96.344,0.9467,1.4604,0.0142,1.539,close,0.5096
l2anchor,espressomachine/espressomachine,85.277,94.723,0.9565,1.9650,0.1431,1.410,open,0.4337
l2anchor,espressomachine/espressomachine,82.510,97.490,0.9342,1.1646,0.1300,2.098,close,0.4575
