model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
sf3d_only,4474,467105/45261485/41917.982/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0531,11.0735,11.0735,nan,nan,0.4935,0.0829,0.0743,2.2057,0.9474
directloss,4474,467105/45261485/41917.982/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0457,4.0145,4.0145,nan,nan,0.1976,0.0828,0.0846,1.8415,0.1003
sampledtraj,4474,467105/45261485/41917.982/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0544,6.4773,6.4773,nan,nan,0.5819,0.0727,0.0531,2.3071,1.8698
dense,4475,467105/45261485/41918.082/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0590,7.7074,7.7074,nan,nan,0.8804,0.0733,0.0000,2.6142,1.3430
l2anchor,4475,467105/45261485/41918.082/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0462,6.4364,6.4364,nan,nan,0.3649,0.0996,0.0652,2.0215,0.4319
sf3d_only,4475,467105/45261485/41918.082/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0509,7.3428,7.3428,nan,nan,0.4747,0.0660,0.0565,2.1911,0.9977
directloss,4475,467105/45261485/41918.082/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0472,4.1329,4.1329,nan,nan,0.1674,0.0804,0.0756,1.7417,0.0443
sampledtraj,4475,467105/45261485/41918.082/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0627,6.6836,6.6836,nan,nan,0.5879,0.0528,0.0321,2.3220,1.8362
dense,4476,467105/45261485/41918.182/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0594,7.1333,7.1333,nan,nan,1.2531,0.3527,0.0006,2.6776,1.4466
l2anchor,4476,467105/45261485/41918.182/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0476,7.2098,7.2098,nan,nan,0.3419,0.0892,0.0534,1.9872,0.5282
sf3d_only,4476,467105/45261485/41918.182/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0459,6.4772,6.4772,nan,nan,0.4050,0.0609,0.0644,2.1149,0.9518
directloss,4476,467105/45261485/41918.182/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0477,8.6926,8.6926,nan,nan,0.1760,0.0839,0.1011,1.6648,0.1149
sampledtraj,4476,467105/45261485/41918.182/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0622,7.9319,7.9319,nan,nan,0.3871,0.0810,0.0143,2.0649,1.6658
dense,4477,467105/45261485/41918.282/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0558,7.7952,7.7952,nan,nan,1.1753,0.3783,0.0267,2.5676,1.4160
l2anchor,4477,467105/45261485/41918.282/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0478,7.5291,7.5291,nan,nan,0.4157,0.0940,0.0888,2.0339,0.5429
sf3d_only,4477,467105/45261485/41918.282/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0474,4.2233,4.2233,nan,nan,0.4259,0.0655,0.1025,2.0842,0.9937
directloss,4477,467105/45261485/41918.282/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0478,8.8466,8.8466,nan,nan,0.1591,0.0768,0.0961,1.6355,0.1330
sampledtraj,4477,467105/45261485/41918.282/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0653,9.6638,9.6638,nan,nan,0.2855,0.1053,0.1299,1.8851,1.5118
dense,4478,467105/45261485/41918.382/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0549,7.1964,7.1964,nan,nan,0.9184,0.2136,0.0040,2.5230,1.3409
l2anchor,4478,467105/45261485/41918.382/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0471,9.2216,9.2216,nan,nan,0.5103,0.1002,0.0745,2.0910,1.0907
sf3d_only,4478,467105/45261485/41918.382/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0463,4.0732,4.0732,nan,nan,0.4558,0.0828,0.1010,2.0721,1.0333
directloss,4478,467105/45261485/41918.382/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0486,9.2108,9.2108,nan,nan,0.1620,0.0767,0.0964,1.5820,0.1028
sampledtraj,4478,467105/45261485/41918.382/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0622,8.4001,8.4001,nan,nan,0.2956,0.0771,0.0756,1.9163,1.5570
dense,4479,467105/45261485/41918.482/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0546,6.8129,6.8129,nan,nan,0.8354,0.1473,0.0235,2.4510,1.3098
l2anchor,4479,467105/45261485/41918.482/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0483,9.6291,9.6291,nan,nan,0.5535,0.1030,0.0902,2.0919,1.1602
sf3d_only,4479,467105/45261485/41918.482/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0456,4.5149,4.5149,nan,nan,0.4184,0.0883,0.1207,1.9986,0.9915
directloss,4479,467105/45261485/41918.482/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0500,9.3765,9.3765,nan,nan,0.1499,0.0771,0.0903,1.5825,0.0872
sampledtraj,4479,467105/45261485/41918.482/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0593,8.8787,8.8787,nan,nan,0.2624,0.0976,0.0953,1.8130,1.4924
dense,4480,467105/45261485/41918.582/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0563,6.6366,6.6366,nan,nan,0.7545,0.1531,0.0412,2.3335,1.3038
l2anchor,4480,467105/45261485/41918.582/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0468,10.6068,10.6068,nan,nan,0.5262,0.1001,0.0802,2.0258,1.2094
sf3d_only,4480,467105/45261485/41918.582/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0454,4.8485,4.8485,nan,nan,0.4180,0.0868,0.1466,1.9605,0.9898
directloss,4480,467105/45261485/41918.582/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0507,8.5778,8.5778,nan,nan,0.1736,0.0816,0.0687,1.4876,0.0953
sampledtraj,4480,467105/45261485/41918.582/c3d1e5de-63d2-427d-aac6-3271a7d12646,0,0,0.0555,7.0365,7.0365,nan,nan,0.2093,0.0869,0.1044,1.7125,1.4391
dense,4481,467105/45261485/41919.182/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0403,16.2887,16.2887,nan,nan,0.9497,0.2849,0.1470,2.3137,0.4936
l2anchor,4481,467105/45261485/41919.182/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0473,21.0803,21.0803,nan,nan,0.5498,0.3257,0.0000,1.7642,0.5542
sf3d_only,4481,467105/45261485/41919.182/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0429,79.6971,79.6971,nan,nan,0.3017,0.1957,0.0000,1.5832,0.3543
directloss,4481,467105/45261485/41919.182/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0517,49.9126,49.9126,nan,nan,0.8830,0.3083,0.0000,2.1959,0.2596
sampledtraj,4481,467105/45261485/41919.182/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0453,55.6572,55.6572,nan,nan,0.4135,0.2567,0.0000,1.4393,0.6345
dense,4482,467105/45261485/41919.282/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0460,25.9948,25.9948,nan,nan,0.9914,0.3052,0.0000,2.3080,0.3448
l2anchor,4482,467105/45261485/41919.282/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0474,26.9335,26.9335,nan,nan,0.4377,0.2605,0.0000,1.3313,0.8258
sf3d_only,4482,467105/45261485/41919.282/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0411,73.0033,73.0033,nan,nan,0.4820,0.2766,0.0000,1.2719,0.0565
directloss,4482,467105/45261485/41919.282/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0540,56.6115,56.6115,nan,nan,0.5599,0.2730,0.0000,1.8360,0.3055
sampledtraj,4482,467105/45261485/41919.282/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0504,56.8146,56.8146,nan,nan,0.4266,0.2635,0.0000,1.3648,0.5412
dense,4483,467105/45261485/41919.382/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0488,25.9383,25.9383,nan,nan,1.2737,0.2925,0.0000,2.5729,0.4573
l2anchor,4483,467105/45261485/41919.382/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0454,21.8597,21.8597,nan,nan,0.4516,0.3059,0.0000,1.4511,0.7517
sf3d_only,4483,467105/45261485/41919.382/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0470,73.0827,73.0827,nan,nan,0.4810,0.3412,0.0000,1.4297,0.1703
directloss,4483,467105/45261485/41919.382/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0565,61.2470,61.2470,nan,nan,0.5742,0.2441,0.0000,1.8723,0.3769
sampledtraj,4483,467105/45261485/41919.382/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0472,54.5750,54.5750,nan,nan,0.3791,0.2480,0.0000,1.4864,0.6437
dense,4484,467105/45261485/41919.482/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0450,17.9164,17.9164,nan,nan,0.8737,0.3406,0.1093,2.0691,0.5277
l2anchor,4484,467105/45261485/41919.482/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0425,25.5505,25.5505,nan,nan,0.4369,0.2847,0.0000,1.4269,0.7435
sf3d_only,4484,467105/45261485/41919.482/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0517,85.9657,85.9657,nan,nan,0.6138,0.3142,0.0000,1.1755,0.0570
directloss,4484,467105/45261485/41919.482/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0532,56.0493,56.0493,nan,nan,0.6410,0.1914,0.1273,1.9742,0.3747
sampledtraj,4484,467105/45261485/41919.482/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0476,58.3253,58.3253,nan,nan,0.4045,0.2366,0.0000,1.2637,0.4314
dense,4485,467105/45261485/41919.582/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0458,19.0783,19.0783,nan,nan,0.8579,0.2186,0.0000,2.1777,0.2473
l2anchor,4485,467105/45261485/41919.582/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0354,23.8227,23.8227,nan,nan,0.4245,0.2868,0.0000,1.4794,0.6503
sf3d_only,4485,467105/45261485/41919.582/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0511,82.7550,82.7550,nan,nan,0.6706,0.3732,0.0000,1.1814,0.0799
directloss,4485,467105/45261485/41919.582/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0580,43.4257,43.4257,nan,nan,1.0387,0.3094,0.0000,2.2536,0.0682
sampledtraj,4485,467105/45261485/41919.582/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0467,57.9641,57.9641,nan,nan,0.3586,0.2263,0.0000,1.2960,0.4938
dense,4486,467105/45261485/41919.682/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0440,22.8028,22.8028,nan,nan,1.2505,0.3073,0.0327,2.4348,0.6114
l2anchor,4486,467105/45261485/41919.682/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0314,23.3151,23.3151,nan,nan,0.6499,0.3539,0.0000,1.7153,0.6666
sf3d_only,4486,467105/45261485/41919.682/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0720,76.5576,76.5576,nan,nan,0.7430,0.3961,0.0000,0.9951,0.0535
directloss,4486,467105/45261485/41919.682/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0580,53.1196,53.1196,nan,nan,0.5387,0.2169,0.0355,1.8002,0.2270
sampledtraj,4486,467105/45261485/41919.682/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0487,57.0616,57.0616,nan,nan,0.4925,0.2328,0.0000,1.0382,0.3157
dense,4487,467105/45261485/41919.782/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0479,24.0044,24.0044,nan,nan,1.2014,0.2596,0.0000,2.3715,0.4826
l2anchor,4487,467105/45261485/41919.782/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0320,14.4131,14.4131,nan,nan,0.5343,0.1884,0.0000,1.7361,0.5569
sf3d_only,4487,467105/45261485/41919.782/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0830,70.2462,70.2462,nan,nan,0.7311,0.4175,0.0000,1.0060,0.0985
directloss,4487,467105/45261485/41919.782/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0598,49.0952,49.0952,nan,nan,0.2325,0.0687,0.1522,1.5530,0.1091
sampledtraj,4487,467105/45261485/41919.782/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0502,46.3428,46.3428,nan,nan,0.4775,0.2042,0.0000,0.9862,0.2311
dense,4488,467105/45261485/41919.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0523,20.0084,20.0084,nan,nan,1.0251,0.2083,0.0390,2.2205,0.5558
l2anchor,4488,467105/45261485/41919.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0322,17.1478,17.1478,nan,nan,0.3067,0.1186,0.0094,1.5236,0.5275
sf3d_only,4488,467105/45261485/41919.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.1052,66.2034,66.2034,nan,nan,0.7122,0.4357,0.0000,1.0775,0.0864
directloss,4488,467105/45261485/41919.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0607,48.6314,48.6314,nan,nan,0.2697,0.0617,0.1486,1.5597,0.1090
sampledtraj,4488,467105/45261485/41919.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0500,48.1746,48.1746,nan,nan,0.3378,0.1763,0.0000,1.0850,0.3780
dense,4489,467105/45261485/41919.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0539,15.8311,15.8311,nan,nan,0.9096,0.2120,0.0670,2.0973,0.5423
l2anchor,4489,467105/45261485/41919.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0293,19.1133,19.1133,nan,nan,0.3877,0.2120,0.0000,1.5251,0.5831
sf3d_only,4489,467105/45261485/41919.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.1008,62.3741,62.3741,nan,nan,0.7280,0.4459,0.0000,1.0212,0.1323
directloss,4489,467105/45261485/41919.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0602,44.6830,44.6830,nan,nan,0.4502,0.0844,0.0000,1.7331,0.2788
sampledtraj,4489,467105/45261485/41919.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0620,52.7423,52.7423,nan,nan,0.3037,0.1874,0.0000,1.1161,0.4068
dense,4490,467105/45261485/41920.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0561,14.3446,14.3446,nan,nan,0.8752,0.1664,0.1892,2.0406,0.5484
l2anchor,4490,467105/45261485/41920.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0338,10.6242,10.6242,nan,nan,0.2314,0.0839,0.1428,1.4540,0.5319
sf3d_only,4490,467105/45261485/41920.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.1029,53.4169,53.4169,nan,nan,0.7645,0.4719,0.0000,0.9389,0.1723
directloss,4490,467105/45261485/41920.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0599,45.6553,45.6553,nan,nan,0.1052,0.0365,0.2865,1.3928,0.0425
sampledtraj,4490,467105/45261485/41920.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0632,45.6312,45.6312,nan,nan,0.2581,0.1729,0.0000,1.1535,0.3708
dense,4491,467105/45261485/41920.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0489,14.1593,14.1593,nan,nan,0.8877,0.1806,0.0350,2.0119,0.4774
l2anchor,4491,467105/45261485/41920.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0345,16.8521,16.8521,nan,nan,0.8933,0.3840,0.0000,1.8739,0.2764
sf3d_only,4491,467105/45261485/41920.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0923,51.9418,51.9418,nan,nan,0.7788,0.4778,0.0000,0.8369,0.2598
directloss,4491,467105/45261485/41920.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0594,42.1417,42.1417,nan,nan,0.2451,0.0564,0.2186,1.4977,0.0970
sampledtraj,4491,467105/45261485/41920.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0531,48.9667,48.9667,nan,nan,0.4065,0.1970,0.0000,0.9449,0.2469
dense,4492,467105/45261485/41920.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0498,14.4068,14.4068,nan,nan,0.8083,0.1851,0.1028,1.9302,0.5061
l2anchor,4492,467105/45261485/41920.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0290,14.5910,14.5910,nan,nan,0.6766,0.4076,0.0000,1.5682,0.4280
sf3d_only,4492,467105/45261485/41920.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0793,43.8065,43.8065,nan,nan,0.7957,0.4859,0.0000,0.7328,0.2570
directloss,4492,467105/45261485/41920.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0583,41.7806,41.7806,nan,nan,0.6656,0.1705,0.2175,1.8000,0.3870
sampledtraj,4492,467105/45261485/41920.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0560,48.6771,48.6771,nan,nan,0.4457,0.2456,0.0000,0.8963,0.2835
dense,4493,467105/45261485/41920.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0506,8.6491,8.6491,nan,nan,0.3359,0.2031,0.0000,1.4316,0.3229
l2anchor,4493,467105/45261485/41920.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0321,14.5621,14.5621,nan,nan,0.8426,0.4397,0.0000,1.6735,0.4133
sf3d_only,4493,467105/45261485/41920.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0692,36.6684,36.6684,nan,nan,0.7811,0.4577,0.0000,0.6364,0.2670
directloss,4493,467105/45261485/41920.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0586,50.7180,50.7180,nan,nan,0.8088,0.3204,0.0000,1.7815,0.4151
sampledtraj,4493,467105/45261485/41920.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0523,61.1335,61.1335,nan,nan,0.5295,0.3279,0.0000,0.7863,0.2797
dense,4494,467105/45261485/41920.481/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0512,11.7689,11.7689,nan,nan,0.4172,0.2761,0.0000,1.3798,0.1654
l2anchor,4494,467105/45261485/41920.481/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0341,13.2689,13.2689,nan,nan,0.7751,0.4720,0.0000,1.4915,0.2909
sf3d_only,4494,467105/45261485/41920.481/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0748,48.7159,48.7159,nan,nan,0.7301,0.4662,0.0000,0.6344,0.2643
directloss,4494,467105/45261485/41920.481/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0570,40.0360,40.0360,nan,nan,0.8680,0.2424,0.0000,1.8876,0.8085
sampledtraj,4494,467105/45261485/41920.481/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0488,46.3471,46.3471,nan,nan,0.3857,0.2855,0.0000,0.8926,0.3742
dense,4495,467105/45261485/41920.581/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0507,5.7565,5.7565,nan,nan,0.1888,0.1133,0.1167,1.2228,0.3088
l2anchor,4495,467105/45261485/41920.581/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0296,20.8762,20.8762,nan,nan,0.5067,0.3939,0.0000,1.2500,0.4055
sf3d_only,4495,467105/45261485/41920.581/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0801,35.8477,35.8477,nan,nan,0.7017,0.4887,0.0000,0.6277,0.2549
directloss,4495,467105/45261485/41920.581/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0552,21.1424,21.1424,nan,nan,0.7234,0.1783,0.0000,1.7017,0.7961
sampledtraj,4495,467105/45261485/41920.581/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0458,57.6575,57.6575,nan,nan,0.3653,0.2596,0.0000,0.8238,0.3591
dense,4496,467105/45261485/41920.681/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0475,3.8512,3.8512,nan,nan,0.5757,0.2120,0.0000,1.5058,0.4667
l2anchor,4496,467105/45261485/41920.681/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0319,6.2237,6.2237,nan,nan,0.2915,0.2778,0.0000,0.9374,0.8518
sf3d_only,4496,467105/45261485/41920.681/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0812,25.5077,25.5077,nan,nan,0.7145,0.5115,0.0000,0.5566,0.2261
directloss,4496,467105/45261485/41920.681/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0499,46.6148,46.6148,nan,nan,0.7608,0.2555,0.0000,1.6574,0.3166
sampledtraj,4496,467105/45261485/41920.681/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0512,33.1479,33.1479,nan,nan,0.3524,0.3366,0.0000,0.8340,0.3603
dense,4497,467105/45261485/41920.781/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0579,3.3339,3.3339,nan,nan,0.5249,0.2317,0.0000,1.4122,0.4305
l2anchor,4497,467105/45261485/41920.781/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0317,13.0942,13.0942,nan,nan,0.3695,0.1590,0.0000,1.2850,0.5187
sf3d_only,4497,467105/45261485/41920.781/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0721,21.2682,21.2682,nan,nan,0.6960,0.4931,0.0000,0.5419,0.1560
directloss,4497,467105/45261485/41920.781/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0543,47.8001,47.8001,nan,nan,0.2761,0.1144,0.0684,1.2707,0.2047
sampledtraj,4497,467105/45261485/41920.781/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0405,45.4933,45.4933,nan,nan,0.3560,0.3316,0.0000,0.7860,0.1127
dense,4498,467105/45261485/41920.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0534,5.6528,5.6528,nan,nan,0.4133,0.2103,0.0000,1.3017,0.3055
l2anchor,4498,467105/45261485/41920.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0296,9.9018,9.9018,nan,nan,0.4158,0.1465,0.0000,1.3372,0.4500
sf3d_only,4498,467105/45261485/41920.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0730,26.0781,26.0781,nan,nan,0.7116,0.5051,0.0000,0.5023,0.1255
directloss,4498,467105/45261485/41920.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0547,51.9211,51.9211,nan,nan,0.3631,0.1760,0.0000,1.2990,0.2551
sampledtraj,4498,467105/45261485/41920.881/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0430,25.8480,25.8480,nan,nan,0.4670,0.2533,0.0000,0.5983,0.3128
dense,4499,467105/45261485/41920.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0576,5.1796,5.1796,nan,nan,0.3230,0.1814,0.1012,1.2206,0.2209
l2anchor,4499,467105/45261485/41920.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0266,12.1126,12.1126,nan,nan,0.4240,0.1457,0.0480,1.3528,0.3400
sf3d_only,4499,467105/45261485/41920.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0610,21.3887,21.3887,nan,nan,0.7011,0.4762,0.0000,0.4861,0.1090
directloss,4499,467105/45261485/41920.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0548,43.8813,43.8813,nan,nan,0.2333,0.0932,0.0728,1.2174,0.1726
sampledtraj,4499,467105/45261485/41920.981/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0446,42.4153,42.4153,nan,nan,0.4835,0.2432,0.0000,0.5693,0.3322
dense,4500,467105/45261485/41921.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0713,6.8582,6.8582,nan,nan,0.4235,0.1846,0.0074,1.2726,0.2103
l2anchor,4500,467105/45261485/41921.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0236,9.2203,9.2203,nan,nan,0.4866,0.1110,0.0000,1.3819,0.2136
sf3d_only,4500,467105/45261485/41921.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0604,17.5624,17.5624,nan,nan,0.7152,0.5129,0.0000,0.4487,0.1228
directloss,4500,467105/45261485/41921.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0484,44.0323,44.0323,nan,nan,0.6771,0.2145,0.0000,1.5464,0.1039
sampledtraj,4500,467105/45261485/41921.081/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0503,34.2580,34.2580,nan,nan,0.2664,0.1861,0.0000,0.7586,0.2731
dense,4501,467105/45261485/41921.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0511,8.9128,8.9128,nan,nan,0.1004,0.1006,0.0547,0.9198,0.1392
l2anchor,4501,467105/45261485/41921.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0300,15.8074,15.8074,nan,nan,0.5848,0.1293,0.0284,1.4456,0.1366
sf3d_only,4501,467105/45261485/41921.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0413,16.6067,16.6067,nan,nan,0.6795,0.4398,0.0000,0.4520,0.2405
directloss,4501,467105/45261485/41921.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0476,37.0806,37.0806,nan,nan,0.3436,0.1696,0.0000,1.2259,0.0309
sampledtraj,4501,467105/45261485/41921.181/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0499,41.5515,41.5515,nan,nan,0.5690,0.0555,0.0000,0.4451,0.1751
dense,4502,467105/45261485/41921.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0484,8.4556,8.4556,nan,nan,0.0926,0.0633,0.0056,0.8942,0.1137
l2anchor,4502,467105/45261485/41921.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0230,23.3453,23.3453,nan,nan,0.2492,0.2761,0.0000,0.9837,0.2408
sf3d_only,4502,467105/45261485/41921.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0634,5.1091,5.1091,nan,nan,0.7065,0.4902,0.0000,0.4347,0.1662
directloss,4502,467105/45261485/41921.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0583,29.0521,29.0521,nan,nan,0.2816,0.0967,0.0000,1.2053,0.2859
sampledtraj,4502,467105/45261485/41921.281/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0452,61.1421,61.1421,nan,nan,0.4997,0.0795,0.0000,0.5050,0.2567
dense,4503,467105/45261485/41921.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0610,18.2074,18.2074,nan,nan,0.0566,0.0428,0.0004,0.9271,0.0679
l2anchor,4503,467105/45261485/41921.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0248,22.4059,22.4059,nan,nan,0.1161,0.0190,0.6880,1.0811,0.3494
sf3d_only,4503,467105/45261485/41921.381/54083089-d8dd-44a4-8086-a3b885706ded,0,0,0.0648,19.8965,19.8965,nan,nan,0.6977,0.5063,0.0000,0.4580,0.2293
