model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
noproj,epic,P01_03/P01_03_27,1,0.9445,1,0.20746,0.20695,0.10661,0.13015,0.3485
dense,epic,P01_03/P01_03_27,1,0.3354,0,0.23325,0.17566,0.08863,0.13015,0.2137
sf3d_only,epic,P01_03/P01_03_4,1,0.9334,1,0.24286,0.08261,0.28690,0.07831,0.0076
noproj,epic,P01_03/P01_03_4,1,0.9467,1,0.05077,0.27874,0.26327,0.07831,0.1994
dense,epic,P01_03/P01_03_4,1,0.9512,1,0.08686,0.12827,0.07442,0.07831,0.0728
sf3d_only,epic,P02_07/P02_07_25,1,0.9329,1,0.08457,0.39721,0.31475,0.11056,0.0126
noproj,epic,P02_07/P02_07_25,1,0.9470,1,0.02326,0.29612,0.31857,0.11056,0.1412
dense,epic,P02_07/P02_07_25,1,0.9464,1,0.05446,0.19370,0.13980,0.11056,0.0318
sf3d_only,epic,P02_07/P02_07_47,0,0.0650,1,0.10819,0.46927,0.49314,0.11935,0.0149
noproj,epic,P02_07/P02_07_47,0,0.0538,1,0.02224,0.98981,0.97364,0.11935,0.6046
dense,epic,P02_07/P02_07_47,0,0.0481,1,0.00491,0.05039,0.04785,0.11935,0.2935
sf3d_only,epic,P02_09/P02_09_153,0,0.0554,1,0.39236,0.08937,0.39686,0.02569,0.0000
noproj,epic,P02_09/P02_09_153,0,0.0488,1,0.13003,0.43499,0.55791,0.02569,0.2734
dense,epic,P02_09/P02_09_153,0,0.0463,1,0.15931,0.02226,0.14103,0.02569,0.2137
sf3d_only,epic,P02_09/P02_09_163,1,0.8313,1,0.17562,0.31556,0.16333,0.47562,0.0201
noproj,epic,P02_09/P02_09_163,1,0.8653,1,0.02796,0.52757,0.50111,0.47562,0.2324
dense,epic,P02_09/P02_09_163,1,0.9388,1,0.06346,0.48704,0.42433,0.47562,0.1039
sf3d_only,epic,P02_09/P02_09_168,1,0.1304,0,0.58110,0.47503,0.49905,0.98178,0.0144
noproj,epic,P02_09/P02_09_168,1,0.9186,1,0.04850,0.64144,0.60028,0.98178,0.1103
dense,epic,P02_09/P02_09_168,1,0.8888,1,0.17090,0.66432,0.82466,0.98178,0.0938
sf3d_only,epic,P02_09/P02_09_187,1,0.9253,1,0.08640,0.31649,0.23009,0.22291,0.0000
noproj,epic,P02_09/P02_09_187,1,0.8658,1,0.05877,0.13472,0.16305,0.22291,0.2627
dense,epic,P02_09/P02_09_187,1,0.9600,1,0.06458,0.15974,0.10175,0.22291,0.0513
sf3d_only,epic,P02_09/P02_09_20,0,0.1201,1,0.05441,0.15296,0.11830,0.39649,0.0087
noproj,epic,P02_09/P02_09_20,0,0.0447,1,0.02283,0.25989,0.23707,0.39649,0.2097
dense,epic,P02_09/P02_09_20,0,0.0460,1,0.01475,0.22077,0.23408,0.39649,0.0609
sf3d_only,epic,P02_09/P02_09_262,0,0.0969,1,0.06845,0.15367,0.17934,0.40130,0.0623
noproj,epic,P02_09/P02_09_262,0,0.0537,1,0.03372,0.39361,0.38488,0.40130,0.7054
dense,epic,P02_09/P02_09_262,0,0.0530,1,0.01156,0.26695,0.26032,0.40130,0.5925
sf3d_only,epic,P02_09/P02_09_277,1,0.9438,1,0.08325,0.19484,0.27783,0.32539,0.0006
noproj,epic,P02_09/P02_09_277,1,0.4830,0,0.02340,0.25093,0.24417,0.32539,0.0311
dense,epic,P02_09/P02_09_277,1,0.9592,1,0.05206,0.35202,0.30081,0.32539,0.0937
sf3d_only,epic,P02_09/P02_09_387,0,0.0728,1,0.18378,0.24732,0.17378,0.39953,0.0119
noproj,epic,P02_09/P02_09_387,0,0.0513,1,0.00713,0.49978,0.49265,0.39953,0.4785
dense,epic,P02_09/P02_09_387,0,0.0456,1,0.01608,0.25945,0.25166,0.39953,0.3552
sf3d_only,epic,P02_121/P02_121_43,0,0.0693,1,0.04863,0.68362,0.72550,0.23546,0.0023
noproj,epic,P02_121/P02_121_43,0,0.0479,1,0.03222,0.95638,0.92732,0.23546,0.6878
dense,epic,P02_121/P02_121_43,0,0.0421,1,0.02926,0.11594,0.14345,0.23546,0.5983
sf3d_only,epic,P02_121/P02_121_44,0,0.0923,1,0.09469,0.24111,0.33524,0.29746,0.0000
noproj,epic,P02_121/P02_121_44,0,0.0539,1,0.00646,0.62988,0.63510,0.29746,0.5134
dense,epic,P02_121/P02_121_44,0,0.0506,1,0.01403,0.06229,0.05034,0.29746,0.2047
sf3d_only,epic,P02_121/P02_121_45,0,0.1064,1,0.03210,0.46464,0.49183,0.10288,0.0165
noproj,epic,P02_121/P02_121_45,0,0.0498,1,0.00238,0.71295,0.71360,0.10288,0.2704
dense,epic,P02_121/P02_121_45,0,0.0525,1,0.03927,0.07308,0.09973,0.10288,0.4418
sf3d_only,epic,P02_121/P02_121_57,0,0.0637,1,0.07961,0.41619,0.49461,0.31572,0.0051
noproj,epic,P02_121/P02_121_57,0,0.0453,1,0.10056,0.58092,0.59613,0.31572,0.3552
dense,epic,P02_121/P02_121_57,0,0.0465,1,0.02650,0.10789,0.13185,0.31572,0.0778
sf3d_only,epic,P02_121/P02_121_58,0,0.0688,1,0.19992,0.22664,0.41557,0.36960,0.0084
noproj,epic,P02_121/P02_121_58,0,0.0445,1,0.02863,0.59423,0.58626,0.36960,0.1045
dense,epic,P02_121/P02_121_58,0,0.0543,1,0.04872,0.01550,0.04086,0.36960,0.0655
sf3d_only,epic,P02_121/P02_121_95,1,0.9565,1,0.25117,0.22498,0.18586,0.48953,0.0000
noproj,epic,P02_121/P02_121_95,1,0.6561,1,0.01227,0.32530,0.31741,0.48953,0.1939
dense,epic,P02_121/P02_121_95,1,0.9619,1,0.08476,0.57721,0.49707,0.48953,0.0548
sf3d_only,epic,P04_33/P04_33_18,0,0.0537,1,0.18563,0.42849,0.35932,0.70253,0.0000
noproj,epic,P04_33/P04_33_18,0,0.0485,1,0.03285,0.55877,0.54288,0.70253,0.0287
dense,epic,P04_33/P04_33_18,0,0.0491,1,0.00778,0.41840,0.42372,0.70253,0.0621
sf3d_only,epic,P06_05/P06_05_125,1,0.9174,1,0.15121,0.13551,0.22697,0.05660,0.0000
noproj,epic,P06_05/P06_05_125,1,0.8455,1,0.00119,0.22453,0.22371,0.05660,0.1911
dense,epic,P06_05/P06_05_125,1,0.9562,1,0.05931,0.05300,0.10903,0.05660,0.1299
sf3d_only,epic,P06_05/P06_05_138,1,0.7851,1,0.34965,0.74928,0.59206,0.50284,0.0000
noproj,epic,P06_05/P06_05_138,1,0.8817,1,0.03226,0.30497,0.32336,0.50284,0.2324
dense,epic,P06_05/P06_05_138,1,0.9548,1,0.12711,0.44037,0.42111,0.50284,0.1355
sf3d_only,epic,P06_05/P06_05_176,1,0.9439,1,0.17274,0.10273,0.23253,0.11363,0.0000
noproj,epic,P06_05/P06_05_176,1,0.8858,1,0.02245,0.09804,0.07605,0.11363,0.1791
dense,epic,P06_05/P06_05_176,1,0.9546,1,0.03792,0.08160,0.06324,0.11363,0.1106
sf3d_only,epic,P06_05/P06_05_215,1,0.9487,1,0.29392,0.21830,0.13872,0.38133,0.0000
noproj,epic,P06_05/P06_05_215,1,0.8920,1,0.04564,0.38399,0.41703,0.38133,0.1317
dense,epic,P06_05/P06_05_215,1,0.9511,1,0.04166,0.33730,0.34268,0.38133,0.0362
sf3d_only,epic,P06_05/P06_05_48,1,0.9497,1,0.22485,0.08876,0.18646,0.18670,0.0000
noproj,epic,P06_05/P06_05_48,1,0.8434,1,0.03837,0.07098,0.10279,0.18670,0.3650
dense,epic,P06_05/P06_05_48,1,0.9513,1,0.05287,0.05597,0.05900,0.18670,0.1749
sf3d_only,epic,P06_05/P06_05_59,1,0.9037,1,0.15755,0.27783,0.33888,1.27586,0.0000
noproj,epic,P06_05/P06_05_59,1,0.8049,1,0.02266,0.20766,0.18741,1.27586,0.1424
dense,epic,P06_05/P06_05_59,1,0.9592,1,0.04088,0.11070,0.15069,1.27586,0.1664
sf3d_only,epic,P08_17/P08_17_117,1,0.1207,0,0.14085,0.33020,0.20750,0.10189,0.0786
noproj,epic,P08_17/P08_17_117,1,0.8992,1,0.14879,0.62936,0.60338,0.10189,0.2841
dense,epic,P08_17/P08_17_117,1,0.8495,1,0.19433,0.15649,0.03808,0.10189,0.2060
sf3d_only,epic,P08_17/P08_17_99,0,0.0584,1,0.29696,0.23627,0.44658,0.04744,0.0000
noproj,epic,P08_17/P08_17_99,0,0.0470,1,0.02266,0.50862,0.51135,0.04744,0.7757
dense,epic,P08_17/P08_17_99,0,0.0464,1,0.01849,0.06537,0.08005,0.04744,0.3373
sf3d_only,epic,P11_103/P11_103_45,0,0.0624,1,0.37507,0.20874,0.33800,0.26630,0.0000
noproj,epic,P11_103/P11_103_45,0,0.0457,1,0.02255,0.36878,0.35011,0.26630,0.3350
dense,epic,P11_103/P11_103_45,0,0.0445,1,0.01799,0.19915,0.18131,0.26630,0.4187
sf3d_only,epic,P11_103/P11_103_64,0,0.0989,1,0.67323,0.38905,0.28934,0.19385,0.0000
noproj,epic,P11_103/P11_103_64,0,0.0481,1,0.00912,0.22696,0.22890,0.19385,0.2971
dense,epic,P11_103/P11_103_64,0,0.0419,1,0.00497,0.09273,0.09333,0.19385,0.1711
sf3d_only,epic,P11_103/P11_103_66,0,0.0640,1,0.07760,0.29396,0.35351,0.19379,0.0000
noproj,epic,P11_103/P11_103_66,0,0.0472,1,0.05056,0.35679,0.30778,0.19379,0.0839
dense,epic,P11_103/P11_103_66,0,0.0689,1,0.04154,0.09499,0.05449,0.19379,0.0393
sf3d_only,epic,P11_104/P11_104_186,0,0.0729,1,0.32809,0.29179,0.37436,0.13022,0.0000
noproj,epic,P11_104/P11_104_186,0,0.0450,1,0.10054,0.46227,0.38056,0.13022,0.3791
dense,epic,P11_104/P11_104_186,0,0.0457,1,0.02868,0.07667,0.08548,0.13022,0.4943
sf3d_only,epic,P11_104/P11_104_96,0,0.0916,1,0.03575,0.17411,0.18644,0.37328,0.0557
noproj,epic,P11_104/P11_104_96,0,0.0492,1,0.01420,0.36528,0.36224,0.37328,0.4464
dense,epic,P11_104/P11_104_96,0,0.0488,1,0.01208,0.23091,0.21998,0.37328,0.6459
sf3d_only,epic,P12_02/P12_02_127,1,0.8307,1,0.20557,0.30215,0.21696,0.23464,0.0000
noproj,epic,P12_02/P12_02_127,1,0.9415,1,0.03575,0.26176,0.29308,0.23464,0.4040
dense,epic,P12_02/P12_02_127,1,0.9566,1,0.03480,0.09583,0.08767,0.23464,0.2049
sf3d_only,epic,P12_02/P12_02_18,0,0.0885,1,0.11327,0.11609,0.10075,0.49117,0.0000
noproj,epic,P12_02/P12_02_18,0,0.0477,1,0.05439,0.25539,0.27406,0.49117,0.1000
dense,epic,P12_02/P12_02_18,0,0.0485,1,0.02243,0.25691,0.24949,0.49117,0.1624
sf3d_only,epic,P18_02/P18_02_26,1,0.9557,1,0.18511,0.11618,0.07662,0.11119,0.0000
noproj,epic,P18_02/P18_02_26,1,0.8502,1,0.08652,0.18533,0.10223,0.11119,0.2190
dense,epic,P18_02/P18_02_26,1,0.9645,1,0.07153,0.04106,0.06443,0.11119,0.0000
sf3d_only,epic,P18_02/P18_02_28,1,0.6600,1,0.09083,0.19844,0.15067,0.10737,0.0055
noproj,epic,P18_02/P18_02_28,1,0.6866,1,0.02794,0.04615,0.05756,0.10737,0.0719
dense,epic,P18_02/P18_02_28,1,0.9399,1,0.02975,0.09939,0.08012,0.10737,0.0392
sf3d_only,epic,P20_03/P20_03_15,1,0.8570,1,0.41129,0.14680,0.27097,0.19491,0.0000
noproj,epic,P20_03/P20_03_15,1,0.9498,1,0.01889,0.16916,0.16493,0.19491,0.1525
dense,epic,P20_03/P20_03_15,1,0.9465,1,0.07294,0.17563,0.22849,0.19491,0.2188
sf3d_only,epic,P20_03/P20_03_54,1,0.9084,1,0.23217,0.75701,0.52576,0.92977,0.0000
noproj,epic,P20_03/P20_03_54,1,0.9522,1,0.04427,1.02412,0.97987,0.92977,0.0142
dense,epic,P20_03/P20_03_54,1,0.9530,1,0.07571,0.85251,0.77818,0.92977,0.0120
sf3d_only,epic,P22_107/P22_107_148,0,0.1094,1,0.10123,0.22626,0.22260,0.18662,0.0526
noproj,epic,P22_107/P22_107_148,0,0.0498,1,0.03167,0.39487,0.36586,0.18662,0.6345
dense,epic,P22_107/P22_107_148,0,0.0523,1,0.00134,0.01564,0.01646,0.18662,0.3097
sf3d_only,epic,P22_107/P22_107_225,0,0.0848,1,0.24119,0.27645,0.15588,0.27988,0.0038
noproj,epic,P22_107/P22_107_225,0,0.0483,1,0.01771,0.24610,0.23727,0.27988,0.2667
dense,epic,P22_107/P22_107_225,0,0.0465,1,0.02022,0.13987,0.15599,0.27988,0.0735
sf3d_only,epic,P22_107/P22_107_226,0,0.0516,1,0.21574,0.56944,0.72417,0.36535,0.0000
noproj,epic,P22_107/P22_107_226,0,0.0491,1,0.01726,0.88360,0.86708,0.36535,0.4201
dense,epic,P22_107/P22_107_226,0,0.0454,1,0.01074,0.18585,0.17622,0.36535,0.1115
sf3d_only,epic,P22_107/P22_107_227,0,0.0745,1,0.11604,0.24947,0.31378,0.23385,0.0000
noproj,epic,P22_107/P22_107_227,0,0.0479,1,0.06422,0.47805,0.41735,0.23385,0.5934
dense,epic,P22_107/P22_107_227,0,0.0474,1,0.10180,0.07398,0.07326,0.23385,0.3820
sf3d_only,epic,P22_107/P22_107_39,0,0.0674,1,0.30821,0.47508,0.19822,0.35505,0.0000
noproj,epic,P22_107/P22_107_39,0,0.0482,1,0.03604,0.27441,0.26536,0.35505,0.3953
dense,epic,P22_107/P22_107_39,0,0.0446,1,0.02492,0.20297,0.22777,0.35505,0.2447
sf3d_only,epic,P22_107/P22_107_50,1,0.9469,1,0.11382,0.34888,0.23516,0.17729,0.0017
noproj,epic,P22_107/P22_107_50,1,0.4453,0,0.00941,0.23394,0.22785,0.17729,0.0317
dense,epic,P22_107/P22_107_50,1,0.9486,1,0.05866,0.18717,0.18364,0.17729,0.0441
sf3d_only,epic,P22_107/P22_107_55,1,0.9385,1,0.23263,0.05982,0.27921,0.48957,0.0034
noproj,epic,P22_107/P22_107_55,1,0.9411,1,0.01773,0.45446,0.47014,0.48957,0.5326
dense,epic,P22_107/P22_107_55,1,0.9543,1,0.02349,0.44180,0.42383,0.48957,0.2178
sf3d_only,epic,P24_05/P24_05_109,1,0.9139,1,0.08247,0.48603,0.43901,0.37157,0.0118
noproj,epic,P24_05/P24_05_109,1,0.9490,1,0.03307,0.47823,0.47263,0.37157,0.1916
dense,epic,P24_05/P24_05_109,1,0.9501,1,0.06773,0.43338,0.36592,0.37157,0.0246
sf3d_only,epic,P24_05/P24_05_48,1,0.9083,1,0.10802,0.51597,0.44561,0.46600,0.0103
noproj,epic,P24_05/P24_05_48,1,0.9435,1,0.02674,0.45271,0.44201,0.46600,0.1892
dense,epic,P24_05/P24_05_48,1,0.9492,1,0.03586,0.19447,0.18696,0.46600,0.0937
sf3d_only,epic,P24_08/P24_08_113,1,0.9099,1,0.08582,0.68736,0.61653,0.58062,0.0082
noproj,epic,P24_08/P24_08_113,1,0.9472,1,0.02810,0.65393,0.63452,0.58062,0.1908
dense,epic,P24_08/P24_08_113,1,0.9520,1,0.04341,0.28433,0.24214,0.58062,0.0636
sf3d_only,epic,P24_08/P24_08_168,1,0.9140,1,0.61047,0.95330,0.36240,0.30532,0.0000
noproj,epic,P24_08/P24_08_168,1,0.9469,1,0.11643,0.71590,0.60238,0.30532,0.3064
dense,epic,P24_08/P24_08_168,1,0.9393,1,0.16601,0.30426,0.14287,0.30532,0.1947
sf3d_only,epic,P24_08/P24_08_174,1,0.9168,1,0.19984,0.59614,0.44024,0.52063,0.0097
noproj,epic,P24_08/P24_08_174,1,0.9436,1,0.01499,0.51713,0.50288,0.52063,0.1810
dense,epic,P24_08/P24_08_174,1,0.9485,1,0.04290,0.26532,0.23372,0.52063,0.0462
sf3d_only,epic,P24_08/P24_08_30,1,0.9041,1,0.06615,0.61621,0.55225,0.74755,0.0165
noproj,epic,P24_08/P24_08_30,1,0.9489,1,0.05375,0.67127,0.69010,0.74755,0.3739
dense,epic,P24_08/P24_08_30,1,0.9487,1,0.04298,0.56436,0.54109,0.74755,0.0347
sf3d_only,epic,P24_08/P24_08_77,1,0.9197,1,0.11104,0.76837,0.68390,0.71785,0.0095
noproj,epic,P24_08/P24_08_77,1,0.9500,1,0.06336,0.64517,0.63512,0.71785,0.2543
dense,epic,P24_08/P24_08_77,1,0.9503,1,0.05653,0.41869,0.37471,0.71785,0.1046
sf3d_only,epic,P30_101/P30_101_263,0,0.0575,1,0.01278,0.68430,0.67305,0.04962,0.0987
noproj,epic,P30_101/P30_101_263,0,0.0513,1,0.06591,1.05520,0.98981,0.04962,0.8432
dense,epic,P30_101/P30_101_263,0,0.0508,1,0.03368,0.04859,0.02945,0.04962,0.5056
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_01_s00_f00146,1,0.0608,0,0.39407,0.44224,0.49897,0.48633,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_01_s00_f00146,1,0.9343,1,0.04633,0.28378,0.29748,0.48633,0.8615
dense,arctic,s01_capsulemachine/capsulemachine_use_01_s00_f00146,1,0.9375,1,0.08520,0.32171,0.36791,0.48633,0.4377
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_01_s02_f00331,1,0.0485,0,0.29221,0.28841,0.13258,0.08568,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_01_s02_f00331,1,0.9309,1,0.02603,0.04095,0.03751,0.08568,0.7792
dense,arctic,s01_capsulemachine/capsulemachine_use_01_s02_f00331,1,0.9344,1,0.01632,0.05530,0.03956,0.08568,0.5345
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_01_s03_f00435,1,0.0471,0,0.23288,0.29888,0.47595,0.26996,0.0133
noproj,arctic,s01_capsulemachine/capsulemachine_use_01_s03_f00435,1,0.9428,1,0.01267,0.27307,0.28078,0.26996,0.5706
dense,arctic,s01_capsulemachine/capsulemachine_use_01_s03_f00435,1,0.9437,1,0.02363,0.17539,0.17556,0.26996,0.5208
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_01_s04_f00653,1,0.0613,0,0.33728,0.67296,0.36419,0.26949,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_01_s04_f00653,1,0.9395,1,0.03551,0.27998,0.29527,0.26949,0.6542
dense,arctic,s01_capsulemachine/capsulemachine_use_01_s04_f00653,1,0.9502,1,0.02225,0.20839,0.22420,0.26949,0.2057
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_01_s05_f00666,1,0.0432,0,0.35384,0.36902,0.20090,0.33974,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_01_s05_f00666,1,0.9422,1,0.06897,0.36081,0.40417,0.33974,0.4829
dense,arctic,s01_capsulemachine/capsulemachine_use_01_s05_f00666,1,0.9285,1,0.09867,0.18066,0.27743,0.33974,0.4275
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s00_f00141,1,0.0375,0,0.16893,0.39185,0.22644,0.10673,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s00_f00141,1,0.9411,1,0.07251,0.33867,0.29080,0.10673,0.7007
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s00_f00141,1,0.9560,1,0.04132,0.10899,0.07181,0.10673,0.3898
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s01_f00181,1,0.0712,0,0.38805,0.58896,0.26412,0.19119,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s01_f00181,1,0.9370,1,0.02799,0.22874,0.20193,0.19119,0.6017
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s01_f00181,1,0.9453,1,0.01827,0.15686,0.14514,0.19119,0.1264
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s02_f00197,1,0.0431,0,0.36873,0.26214,0.15034,0.25692,0.1240
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s02_f00197,1,0.9385,1,0.02754,0.28563,0.28351,0.25692,0.5179
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s02_f00197,1,0.9513,1,0.03163,0.07854,0.10921,0.25692,0.3719
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s03_f00280,1,0.0579,0,0.41907,0.53022,0.22937,0.22667,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s03_f00280,1,0.9428,1,0.02731,0.05626,0.07542,0.22667,0.7929
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s03_f00280,1,0.9434,1,0.02377,0.11701,0.14060,0.22667,0.6568
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s04_f00298,1,0.0420,0,0.60625,0.38553,0.39198,0.25017,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s04_f00298,1,0.9430,1,0.01288,0.48887,0.47944,0.25017,0.7334
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s04_f00298,1,0.9500,1,0.03288,0.05163,0.02935,0.25017,0.5595
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s05_f00400,1,0.0565,0,0.22059,0.25808,0.12522,0.13961,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s05_f00400,1,0.9392,1,0.01672,0.29149,0.28256,0.13961,0.5712
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s05_f00400,1,0.9507,1,0.03897,0.26475,0.23245,0.13961,0.0747
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s06_f00416,1,0.0550,0,0.23431,0.27522,0.32197,0.20410,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s06_f00416,1,0.9463,1,0.01882,0.05448,0.04511,0.20410,0.3897
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s06_f00416,1,0.9491,1,0.06225,0.11210,0.13676,0.20410,0.1550
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s07_f00496,1,0.0723,0,0.36331,0.42598,0.15484,0.12413,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s07_f00496,1,0.9396,1,0.03825,0.03952,0.04444,0.12413,0.8172
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s07_f00496,1,0.9461,1,0.03538,0.07100,0.05586,0.12413,0.6779
sf3d_only,arctic,s01_capsulemachine/capsulemachine_use_02_s08_f00512,1,0.0531,0,0.26768,0.29178,0.13619,0.12792,0.0000
noproj,arctic,s01_capsulemachine/capsulemachine_use_02_s08_f00512,1,0.9393,1,0.04437,0.13071,0.11136,0.12792,0.5181
dense,arctic,s01_capsulemachine/capsulemachine_use_02_s08_f00512,1,0.9419,1,0.04075,0.02434,0.05968,0.12792,0.2160
sf3d_only,arctic,s01_scissors/scissors_use_01_s00_f00203,1,0.9024,1,0.14104,0.46962,0.36967,0.05680,0.0013
noproj,arctic,s01_scissors/scissors_use_01_s00_f00203,1,0.9486,1,0.03067,0.25778,0.24071,0.05680,0.4677
dense,arctic,s01_scissors/scissors_use_01_s00_f00203,1,0.9383,1,0.24622,0.20423,0.04224,0.05680,0.4602
sf3d_only,arctic,s01_scissors/scissors_use_01_s01_f00243,1,0.9085,1,0.17191,0.14419,0.30762,0.01784,0.0000
noproj,arctic,s01_scissors/scissors_use_01_s01_f00243,1,0.9501,1,0.21425,0.06178,0.27452,0.01784,0.6152
dense,arctic,s01_scissors/scissors_use_01_s01_f00243,1,0.9255,1,0.01269,0.00470,0.00816,0.01784,0.3094
sf3d_only,arctic,s01_scissors/scissors_use_01_s02_f00257,1,0.9095,1,0.14181,0.27248,0.38344,0.03873,0.1037
noproj,arctic,s01_scissors/scissors_use_01_s02_f00257,1,0.9509,1,0.26000,0.11391,0.33958,0.03873,0.5056
dense,arctic,s01_scissors/scissors_use_01_s02_f00257,1,0.9467,1,0.02489,0.06710,0.04313,0.03873,0.2216
sf3d_only,arctic,s01_scissors/scissors_use_01_s03_f00280,1,0.9200,1,0.23686,0.15178,0.38028,0.01076,0.1317
noproj,arctic,s01_scissors/scissors_use_01_s03_f00280,1,0.9478,1,0.31930,0.13812,0.20539,0.01076,0.4553
dense,arctic,s01_scissors/scissors_use_01_s03_f00280,1,0.9372,1,0.01350,0.01182,0.01489,0.01076,0.1814
sf3d_only,arctic,s01_scissors/scissors_use_01_s04_f00329,1,0.8831,1,0.04094,0.28187,0.29608,0.03810,0.0000
noproj,arctic,s01_scissors/scissors_use_01_s04_f00329,1,0.9513,1,0.02462,0.07569,0.07509,0.03810,0.6056
dense,arctic,s01_scissors/scissors_use_01_s04_f00329,1,0.9402,1,0.02630,0.01982,0.04491,0.03810,0.5851
sf3d_only,arctic,s01_scissors/scissors_use_01_s05_f00347,1,0.9299,1,0.06709,0.15977,0.18591,0.02371,0.0000
noproj,arctic,s01_scissors/scissors_use_01_s05_f00347,1,0.9512,1,0.05227,0.03485,0.05688,0.02371,0.6596
dense,arctic,s01_scissors/scissors_use_01_s05_f00347,1,0.9240,1,0.02400,0.05547,0.03549,0.02371,0.5795
sf3d_only,arctic,s01_scissors/scissors_use_01_s06_f00391,1,0.8931,1,0.09305,0.28942,0.35117,0.03011,0.0238
noproj,arctic,s01_scissors/scissors_use_01_s06_f00391,1,0.9510,1,0.00799,0.08765,0.08030,0.03011,0.5112
dense,arctic,s01_scissors/scissors_use_01_s06_f00391,1,0.9370,1,0.01419,0.02993,0.04371,0.03011,0.3566
sf3d_only,arctic,s01_scissors/scissors_use_01_s07_f00433,1,0.9184,1,0.12827,0.25609,0.36008,0.04198,0.0074
noproj,arctic,s01_scissors/scissors_use_01_s07_f00433,1,0.9523,1,0.07845,0.14922,0.18022,0.04198,0.4886
dense,arctic,s01_scissors/scissors_use_01_s07_f00433,1,0.9445,1,0.02654,0.04893,0.04361,0.04198,0.3348
sf3d_only,arctic,s01_scissors/scissors_use_01_s08_f00487,1,0.9216,1,0.13196,0.31937,0.37670,0.04764,0.0343
noproj,arctic,s01_scissors/scissors_use_01_s08_f00487,1,0.9522,1,0.25937,0.14809,0.34050,0.04764,0.4483
dense,arctic,s01_scissors/scissors_use_01_s08_f00487,1,0.9499,1,0.03085,0.05952,0.03713,0.04764,0.1852
sf3d_only,arctic,s01_scissors/scissors_use_01_s09_f00525,1,0.9041,1,0.16375,0.26931,0.38132,0.01975,0.0802
noproj,arctic,s01_scissors/scissors_use_01_s09_f00525,1,0.9522,1,0.31952,0.14394,0.36874,0.01975,0.3994
dense,arctic,s01_scissors/scissors_use_01_s09_f00525,1,0.9489,1,0.02995,0.02876,0.01561,0.01975,0.2764
sf3d_only,arctic,s01_scissors/scissors_use_01_s10_f00543,1,0.9151,1,0.13481,0.19568,0.20838,0.04139,0.0788
noproj,arctic,s01_scissors/scissors_use_01_s10_f00543,1,0.9504,1,0.33548,0.17848,0.19570,0.04139,0.4593
dense,arctic,s01_scissors/scissors_use_01_s10_f00543,1,0.9367,1,0.08891,0.07214,0.01690,0.04139,0.2220
sf3d_only,arctic,s01_scissors/scissors_use_01_s11_f00564,1,0.9111,1,0.16451,0.23772,0.38156,0.01744,0.1244
noproj,arctic,s01_scissors/scissors_use_01_s11_f00564,1,0.9511,1,0.27683,0.15370,0.31702,0.01744,0.5092
dense,arctic,s01_scissors/scissors_use_01_s11_f00564,1,0.9478,1,0.02425,0.03713,0.01832,0.01744,0.2176
sf3d_only,arctic,s01_scissors/scissors_use_01_s12_f00595,1,0.9194,1,0.11710,0.23999,0.33040,0.02540,0.1099
noproj,arctic,s01_scissors/scissors_use_01_s12_f00595,1,0.9509,1,0.16812,0.15069,0.23721,0.02540,0.4845
